"YEAR","MONTH","ICAO","NAME","STATE","FLIGHTS_UNIMPEDED","TIME_REF","TIME_ADD","LABEL"
2017,"JAN","LEBL","Barcelona","Spain",9592,105203,50998,"Barcelona (LEBL) "
2017,"FEB","LEBL","Barcelona","Spain",9391,104545,49099,"Barcelona (LEBL) "
2017,"MAR","LEBL","Barcelona","Spain",11349,126714,48029,"Barcelona (LEBL) "
2017,"APR","LEBL","Barcelona","Spain",13075,145385,61449,"Barcelona (LEBL) "
2017,"MAY","LEBL","Barcelona","Spain",13952,152859,74368,"Barcelona (LEBL) "
2017,"JUN","LEBL","Barcelona","Spain",14157,155918,80761,"Barcelona (LEBL) "
2017,"JUL","LEBL","Barcelona","Spain",15502,180107,81813,"Barcelona (LEBL) "
2017,"AUG","LEBL","Barcelona","Spain",15502,180843,80449,"Barcelona (LEBL) "
2017,"SEP","LEBL","Barcelona","Spain",15039,175322,81176,"Barcelona (LEBL) "
2017,"OCT","LEBL","Barcelona","Spain",14431,168509,68999,"Barcelona (LEBL) "
2017,"NOV","LEBL","Barcelona","Spain",11387,132526,38565,"Barcelona (LEBL) "
2017,"DEC","LEBL","Barcelona","Spain",11328,132547,35400,"Barcelona (LEBL) "
2017,"JAN","LEIB","Ibiza","Spain",969,5804,57,"Ibiza (LEIB) "
2017,"FEB","LEIB","Ibiza","Spain",915,5470,471,"Ibiza (LEIB) "
2017,"MAR","LEIB","Ibiza","Spain",1198,7194,0,"Ibiza (LEIB) "
2017,"APR","LEIB","Ibiza","Spain",2166,12935,322,"Ibiza (LEIB) "
2017,"MAY","LEIB","Ibiza","Spain",3355,20099,4088,"Ibiza (LEIB) "
2017,"JUN","LEIB","Ibiza","Spain",4924,27407,10806,"Ibiza (LEIB) "
2017,"JUL","LEIB","Ibiza","Spain",6372,35860,16926,"Ibiza (LEIB) "
2017,"AUG","LEIB","Ibiza","Spain",6490,36233,16039,"Ibiza (LEIB) "
2017,"SEP","LEIB","Ibiza","Spain",4808,26800,8591,"Ibiza (LEIB) "
2017,"OCT","LEIB","Ibiza","Spain",3085,17297,4173,"Ibiza (LEIB) "
2017,"NOV","LEIB","Ibiza","Spain",1121,6347,1089,"Ibiza (LEIB) "
2017,"DEC","LEIB","Ibiza","Spain",1063,5997,825,"Ibiza (LEIB) "
2017,"JAN","LEMD","Madrid/ Barajas","Spain",14080,177682,49126,"Madrid/ Barajas (LEMD) "
2017,"FEB","LEMD","Madrid/ Barajas","Spain",13182,164530,45017,"Madrid/ Barajas (LEMD) "
2017,"MAR","LEMD","Madrid/ Barajas","Spain",15148,188499,53630,"Madrid/ Barajas (LEMD) "
2017,"APR","LEMD","Madrid/ Barajas","Spain",15447,194364,55690,"Madrid/ Barajas (LEMD) "
2017,"MAY","LEMD","Madrid/ Barajas","Spain",16417,200392,69588,"Madrid/ Barajas (LEMD) "
2017,"JUN","LEMD","Madrid/ Barajas","Spain",16452,205951,63573,"Madrid/ Barajas (LEMD) "
2017,"JUL","LEMD","Madrid/ Barajas","Spain",16794,208390,65735,"Madrid/ Barajas (LEMD) "
2017,"AUG","LEMD","Madrid/ Barajas","Spain",16114,201629,57667,"Madrid/ Barajas (LEMD) "
2017,"SEP","LEMD","Madrid/ Barajas","Spain",16297,205510,52278,"Madrid/ Barajas (LEMD) "
2017,"OCT","LEMD","Madrid/ Barajas","Spain",16242,204214,53159,"Madrid/ Barajas (LEMD) "
2017,"NOV","LEMD","Madrid/ Barajas","Spain",15118,191674,46887,"Madrid/ Barajas (LEMD) "
2017,"DEC","LEMD","Madrid/ Barajas","Spain",14734,186187,51233,"Madrid/ Barajas (LEMD) "
2017,"JAN","LEMG","Málaga","Spain",3398,33065,3002,"Málaga (LEMG) "
2017,"FEB","LEMG","Málaga","Spain",3392,32973,4749,"Málaga (LEMG) "
2017,"MAR","LEMG","Málaga","Spain",4172,40718,6974,"Málaga (LEMG) "
2017,"APR","LEMG","Málaga","Spain",5866,54554,14426,"Málaga (LEMG) "
2017,"MAY","LEMG","Málaga","Spain",6542,60406,14675,"Málaga (LEMG) "
2017,"JUN","LEMG","Málaga","Spain",6615,61474,14967,"Málaga (LEMG) "
2017,"JUL","LEMG","Málaga","Spain",7545,69177,22416,"Málaga (LEMG) "
2017,"AUG","LEMG","Málaga","Spain",7570,69041,19371,"Málaga (LEMG) "
2017,"SEP","LEMG","Málaga","Spain",6599,61145,15164,"Málaga (LEMG) "
2017,"OCT","LEMG","Málaga","Spain",6323,57981,13159,"Málaga (LEMG) "
2017,"NOV","LEMG","Málaga","Spain",4202,37772,7054,"Málaga (LEMG) "
2017,"DEC","LEMG","Málaga","Spain",4028,36543,5279,"Málaga (LEMG) "
2017,"JAN","LEPA","Palma de Mallorca","Spain",3414,32666,2617,"Palma de Mallorca (LEPA) "
2017,"FEB","LEPA","Palma de Mallorca","Spain",3487,32963,5920,"Palma de Mallorca (LEPA) "
2017,"MAR","LEPA","Palma de Mallorca","Spain",4874,44813,7898,"Palma de Mallorca (LEPA) "
2017,"APR","LEPA","Palma de Mallorca","Spain",8387,76829,23453,"Palma de Mallorca (LEPA) "
2017,"MAY","LEPA","Palma de Mallorca","Spain",11015,100865,37022,"Palma de Mallorca (LEPA) "
2017,"JUN","LEPA","Palma de Mallorca","Spain",12459,112606,48124,"Palma de Mallorca (LEPA) "
2017,"JUL","LEPA","Palma de Mallorca","Spain",14284,129564,54757,"Palma de Mallorca (LEPA) "
2017,"AUG","LEPA","Palma de Mallorca","Spain",14254,127295,54787,"Palma de Mallorca (LEPA) "
2017,"SEP","LEPA","Palma de Mallorca","Spain",12380,111598,41279,"Palma de Mallorca (LEPA) "
2017,"OCT","LEPA","Palma de Mallorca","Spain",10415,95396,28155,"Palma de Mallorca (LEPA) "
2017,"NOV","LEPA","Palma de Mallorca","Spain",4357,40309,7629,"Palma de Mallorca (LEPA) "
2017,"DEC","LEPA","Palma de Mallorca","Spain",3668,35750,4256,"Palma de Mallorca (LEPA) "
2017,"JAN","LEVC","Valencia","Spain",1850,14402,2450,"Valencia (LEVC) "
2017,"FEB","LEVC","Valencia","Spain",1902,15278,2353,"Valencia (LEVC) "
2017,"MAR","LEVC","Valencia","Spain",2227,18475,2290,"Valencia (LEVC) "
2017,"APR","LEVC","Valencia","Spain",2552,22513,3639,"Valencia (LEVC) "
2017,"MAY","LEVC","Valencia","Spain",2818,24565,4052,"Valencia (LEVC) "
2017,"JUN","LEVC","Valencia","Spain",2814,24756,3976,"Valencia (LEVC) "
2017,"JUL","LEVC","Valencia","Spain",3033,27263,4058,"Valencia (LEVC) "
2017,"AUG","LEVC","Valencia","Spain",3124,27890,4002,"Valencia (LEVC) "
2017,"SEP","LEVC","Valencia","Spain",2803,24738,3082,"Valencia (LEVC) "
2017,"OCT","LEVC","Valencia","Spain",2794,24219,3016,"Valencia (LEVC) "
2017,"NOV","LEVC","Valencia","Spain",2420,19460,3300,"Valencia (LEVC) "
2017,"DEC","LEVC","Valencia","Spain",2273,17877,2349,"Valencia (LEVC) "
2017,"JAN","LEZL","Sevilla","Spain",1485,9751,470,"Sevilla (LEZL) "
2017,"FEB","LEZL","Sevilla","Spain",1457,9516,703,"Sevilla (LEZL) "
2017,"MAR","LEZL","Sevilla","Spain",1819,11929,2269,"Sevilla (LEZL) "
2017,"APR","LEZL","Sevilla","Spain",1917,12652,1530,"Sevilla (LEZL) "
2017,"MAY","LEZL","Sevilla","Spain",2066,13613,1392,"Sevilla (LEZL) "
2017,"JUN","LEZL","Sevilla","Spain",1962,13234,971,"Sevilla (LEZL) "
2017,"JUL","LEZL","Sevilla","Spain",1998,13616,1045,"Sevilla (LEZL) "
2017,"AUG","LEZL","Sevilla","Spain",1829,12483,1838,"Sevilla (LEZL) "
2017,"SEP","LEZL","Sevilla","Spain",1984,13554,433,"Sevilla (LEZL) "
2017,"OCT","LEZL","Sevilla","Spain",2091,13729,1277,"Sevilla (LEZL) "
2017,"NOV","LEZL","Sevilla","Spain",1976,12924,435,"Sevilla (LEZL) "
2017,"DEC","LEZL","Sevilla","Spain",1943,12847,426,"Sevilla (LEZL) "
2017,"JAN","LFLL","Lyon-Saint-Exupéry","France",4055,34112,5331,"Lyon-Saint-Exupéry (LFLL) "
2017,"FEB","LFLL","Lyon-Saint-Exupéry","France",4027,35190,4851,"Lyon-Saint-Exupéry (LFLL) "
2017,"MAR","LFLL","Lyon-Saint-Exupéry","France",4519,38834,3763,"Lyon-Saint-Exupéry (LFLL) "
2017,"APR","LFLL","Lyon-Saint-Exupéry","France",4683,39640,2286,"Lyon-Saint-Exupéry (LFLL) "
2017,"MAY","LFLL","Lyon-Saint-Exupéry","France",4836,42307,3375,"Lyon-Saint-Exupéry (LFLL) "
2017,"JUN","LFLL","Lyon-Saint-Exupéry","France",4781,41455,4367,"Lyon-Saint-Exupéry (LFLL) "
2017,"JUL","LFLL","Lyon-Saint-Exupéry","France",4897,42525,5747,"Lyon-Saint-Exupéry (LFLL) "
2017,"AUG","LFLL","Lyon-Saint-Exupéry","France",4319,37835,2096,"Lyon-Saint-Exupéry (LFLL) "
2017,"SEP","LFLL","Lyon-Saint-Exupéry","France",4863,41232,4528,"Lyon-Saint-Exupéry (LFLL) "
2017,"OCT","LFLL","Lyon-Saint-Exupéry","France",4898,41312,4105,"Lyon-Saint-Exupéry (LFLL) "
2017,"NOV","LFLL","Lyon-Saint-Exupéry","France",4249,35922,4043,"Lyon-Saint-Exupéry (LFLL) "
2017,"DEC","LFLL","Lyon-Saint-Exupéry","France",4143,35322,4351,"Lyon-Saint-Exupéry (LFLL) "
2017,"JAN","LFMN","Nice-Côte d’Azur","France",3621,31168,3968,"Nice-Côte d’Azur (LFMN) "
2017,"FEB","LFMN","Nice-Côte d’Azur","France",3643,31571,4400,"Nice-Côte d’Azur (LFMN) "
2017,"MAR","LFMN","Nice-Côte d’Azur","France",4531,39613,6445,"Nice-Côte d’Azur (LFMN) "
2017,"APR","LFMN","Nice-Côte d’Azur","France",5609,49430,6102,"Nice-Côte d’Azur (LFMN) "
2017,"MAY","LFMN","Nice-Côte d’Azur","France",6695,57678,10757,"Nice-Côte d’Azur (LFMN) "
2017,"JUN","LFMN","Nice-Côte d’Azur","France",6641,56943,11560,"Nice-Côte d’Azur (LFMN) "
2017,"JUL","LFMN","Nice-Côte d’Azur","France",8237,69306,18527,"Nice-Côte d’Azur (LFMN) "
2017,"AUG","LFMN","Nice-Côte d’Azur","France",7960,67455,17172,"Nice-Côte d’Azur (LFMN) "
2017,"SEP","LFMN","Nice-Côte d’Azur","France",6993,60340,13037,"Nice-Côte d’Azur (LFMN) "
2017,"OCT","LFMN","Nice-Côte d’Azur","France",6116,54055,9998,"Nice-Côte d’Azur (LFMN) "
2017,"NOV","LFMN","Nice-Côte d’Azur","France",4054,34819,5361,"Nice-Côte d’Azur (LFMN) "
2017,"DEC","LFMN","Nice-Côte d’Azur","France",4133,36243,5868,"Nice-Côte d’Azur (LFMN) "
2017,"JAN","LFPG","Paris-Charles-de-Gaulle","France",17251,206637,114092,"Paris-Charles-de-Gaulle (LFPG) "
2017,"FEB","LFPG","Paris-Charles-de-Gaulle","France",16114,190763,67600,"Paris-Charles-de-Gaulle (LFPG) "
2017,"MAR","LFPG","Paris-Charles-de-Gaulle","France",18185,215535,56257,"Paris-Charles-de-Gaulle (LFPG) "
2017,"APR","LFPG","Paris-Charles-de-Gaulle","France",19294,229387,62700,"Paris-Charles-de-Gaulle (LFPG) "
2017,"MAY","LFPG","Paris-Charles-de-Gaulle","France",19912,237480,67028,"Paris-Charles-de-Gaulle (LFPG) "
2017,"JUN","LFPG","Paris-Charles-de-Gaulle","France",19839,235577,61541,"Paris-Charles-de-Gaulle (LFPG) "
2017,"JUL","LFPG","Paris-Charles-de-Gaulle","France",20977,246121,63133,"Paris-Charles-de-Gaulle (LFPG) "
2017,"AUG","LFPG","Paris-Charles-de-Gaulle","France",20990,248557,65384,"Paris-Charles-de-Gaulle (LFPG) "
2017,"SEP","LFPG","Paris-Charles-de-Gaulle","France",20155,238861,68659,"Paris-Charles-de-Gaulle (LFPG) "
2017,"OCT","LFPG","Paris-Charles-de-Gaulle","France",20071,236295,59617,"Paris-Charles-de-Gaulle (LFPG) "
2017,"NOV","LFPG","Paris-Charles-de-Gaulle","France",17744,209572,53027,"Paris-Charles-de-Gaulle (LFPG) "
2017,"DEC","LFPG","Paris-Charles-de-Gaulle","France",18097,214095,74274,"Paris-Charles-de-Gaulle (LFPG) "
2017,"JAN","LFPO","Paris-Orly","France",8476,69207,21051,"Paris-Orly (LFPO) "
2017,"FEB","LFPO","Paris-Orly","France",8256,67459,16549,"Paris-Orly (LFPO) "
2017,"MAR","LFPO","Paris-Orly","France",9096,73744,17210,"Paris-Orly (LFPO) "
2017,"APR","LFPO","Paris-Orly","France",9512,77434,18903,"Paris-Orly (LFPO) "
2017,"MAY","LFPO","Paris-Orly","France",9969,80047,20576,"Paris-Orly (LFPO) "
2017,"JUN","LFPO","Paris-Orly","France",9760,77992,23047,"Paris-Orly (LFPO) "
2017,"JUL","LFPO","Paris-Orly","France",9765,84566,26503,"Paris-Orly (LFPO) "
2017,"AUG","LFPO","Paris-Orly","France",9635,96338,34579,"Paris-Orly (LFPO) "
2017,"SEP","LFPO","Paris-Orly","France",10265,86126,21484,"Paris-Orly (LFPO) "
2017,"OCT","LFPO","Paris-Orly","France",10179,84515,23049,"Paris-Orly (LFPO) "
2017,"NOV","LFPO","Paris-Orly","France",8533,70862,17052,"Paris-Orly (LFPO) "
2017,"DEC","LFPO","Paris-Orly","France",8660,72215,21915,"Paris-Orly (LFPO) "
2017,"JAN","LFSB","Bâle-Mulhouse","France",2177,19404,5746,"Bâle-Mulhouse (LFSB) "
2017,"FEB","LFSB","Bâle-Mulhouse","France",2291,20691,3063,"Bâle-Mulhouse (LFSB) "
2017,"MAR","LFSB","Bâle-Mulhouse","France",2671,23630,3321,"Bâle-Mulhouse (LFSB) "
2017,"APR","LFSB","Bâle-Mulhouse","France",2931,25856,4527,"Bâle-Mulhouse (LFSB) "
2017,"MAY","LFSB","Bâle-Mulhouse","France",3146,28244,4876,"Bâle-Mulhouse (LFSB) "
2017,"JUN","LFSB","Bâle-Mulhouse","France",3337,29223,6727,"Bâle-Mulhouse (LFSB) "
2017,"JUL","LFSB","Bâle-Mulhouse","France",3313,29453,8230,"Bâle-Mulhouse (LFSB) "
2017,"AUG","LFSB","Bâle-Mulhouse","France",3237,29104,6966,"Bâle-Mulhouse (LFSB) "
2017,"SEP","LFSB","Bâle-Mulhouse","France",3248,29097,7052,"Bâle-Mulhouse (LFSB) "
2017,"OCT","LFSB","Bâle-Mulhouse","France",3263,29162,5454,"Bâle-Mulhouse (LFSB) "
2017,"NOV","LFSB","Bâle-Mulhouse","France",2388,21167,2772,"Bâle-Mulhouse (LFSB) "
2017,"DEC","LFSB","Bâle-Mulhouse","France",2553,22997,5404,"Bâle-Mulhouse (LFSB) "
2017,"JAN","LGAV","Athens","Greece",5636,43916,7163,"Athens (LGAV) "
2017,"FEB","LGAV","Athens","Greece",4929,38861,6139,"Athens (LGAV) "
2017,"MAR","LGAV","Athens","Greece",5857,45468,7214,"Athens (LGAV) "
2017,"APR","LGAV","Athens","Greece",6964,53890,7890,"Athens (LGAV) "
2017,"MAY","LGAV","Athens","Greece",7592,58618,12393,"Athens (LGAV) "
2017,"JUN","LGAV","Athens","Greece",9084,72771,20101,"Athens (LGAV) "
2017,"JUL","LGAV","Athens","Greece",10449,76233,24136,"Athens (LGAV) "
2017,"AUG","LGAV","Athens","Greece",10485,76756,23359,"Athens (LGAV) "
2017,"SEP","LGAV","Athens","Greece",9173,67095,20258,"Athens (LGAV) "
2017,"OCT","LGAV","Athens","Greece",8350,61510,19041,"Athens (LGAV) "
2017,"NOV","LGAV","Athens","Greece",6208,46323,11518,"Athens (LGAV) "
2017,"DEC","LGAV","Athens","Greece",6120,46077,12235,"Athens (LGAV) "
2017,"JAN","LHBP","Budapest/ Ferihegy","Hungary",3256,27670,5378,"Budapest/ Ferihegy (LHBP) "
2017,"FEB","LHBP","Budapest/ Ferihegy","Hungary",3188,28650,3618,"Budapest/ Ferihegy (LHBP) "
2017,"MAR","LHBP","Budapest/ Ferihegy","Hungary",3770,36030,4711,"Budapest/ Ferihegy (LHBP) "
2017,"APR","LHBP","Budapest/ Ferihegy","Hungary",3988,40323,7332,"Budapest/ Ferihegy (LHBP) "
2017,"MAY","LHBP","Budapest/ Ferihegy","Hungary",4316,43124,8427,"Budapest/ Ferihegy (LHBP) "
2017,"JUN","LHBP","Budapest/ Ferihegy","Hungary",4375,43446,7054,"Budapest/ Ferihegy (LHBP) "
2017,"JUL","LHBP","Budapest/ Ferihegy","Hungary",4792,42974,3556,"Budapest/ Ferihegy (LHBP) "
2017,"AUG","LHBP","Budapest/ Ferihegy","Hungary",4730,42351,4585,"Budapest/ Ferihegy (LHBP) "
2017,"SEP","LHBP","Budapest/ Ferihegy","Hungary",4456,40908,5757,"Budapest/ Ferihegy (LHBP) "
2017,"OCT","LHBP","Budapest/ Ferihegy","Hungary",4408,39772,5721,"Budapest/ Ferihegy (LHBP) "
2017,"NOV","LHBP","Budapest/ Ferihegy","Hungary",3915,35808,3119,"Budapest/ Ferihegy (LHBP) "
2017,"DEC","LHBP","Budapest/ Ferihegy","Hungary",3920,35905,4084,"Budapest/ Ferihegy (LHBP) "
2017,"JAN","LICC","Catania","Italy",2078,16528,3275,"Catania (LICC) "
2017,"FEB","LICC","Catania","Italy",1856,14861,2617,"Catania (LICC) "
2017,"MAR","LICC","Catania","Italy",2182,17492,3917,"Catania (LICC) "
2017,"APR","LICC","Catania","Italy",2802,22529,5578,"Catania (LICC) "
2017,"MAY","LICC","Catania","Italy",3052,24584,7484,"Catania (LICC) "
2017,"JUN","LICC","Catania","Italy",3177,25340,6401,"Catania (LICC) "
2017,"JUL","LICC","Catania","Italy",3656,29115,8009,"Catania (LICC) "
2017,"AUG","LICC","Catania","Italy",3747,29850,8626,"Catania (LICC) "
2017,"SEP","LICC","Catania","Italy",3422,27345,8901,"Catania (LICC) "
2017,"OCT","LICC","Catania","Italy",3003,24012,6086,"Catania (LICC) "
2017,"NOV","LICC","Catania","Italy",2162,17208,3770,"Catania (LICC) "
2017,"DEC","LICC","Catania","Italy",2218,17686,4038,"Catania (LICC) "
2017,"JAN","LIMC","Milan/ Malpensa","Italy",5679,62473,21570,"Milan/ Malpensa (LIMC) "
2017,"FEB","LIMC","Milan/ Malpensa","Italy",5294,58814,16762,"Milan/ Malpensa (LIMC) "
2017,"MAR","LIMC","Milan/ Malpensa","Italy",6251,68565,14729,"Milan/ Malpensa (LIMC) "
2017,"APR","LIMC","Milan/ Malpensa","Italy",6820,74489,17525,"Milan/ Malpensa (LIMC) "
2017,"MAY","LIMC","Milan/ Malpensa","Italy",7227,78682,20044,"Milan/ Malpensa (LIMC) "
2017,"JUN","LIMC","Milan/ Malpensa","Italy",7755,82633,28255,"Milan/ Malpensa (LIMC) "
2017,"JUL","LIMC","Milan/ Malpensa","Italy",8034,86138,26795,"Milan/ Malpensa (LIMC) "
2017,"AUG","LIMC","Milan/ Malpensa","Italy",7826,84327,25997,"Milan/ Malpensa (LIMC) "
2017,"SEP","LIMC","Milan/ Malpensa","Italy",7416,82283,34856,"Milan/ Malpensa (LIMC) "
2017,"OCT","LIMC","Milan/ Malpensa","Italy",7372,79743,20132,"Milan/ Malpensa (LIMC) "
2017,"NOV","LIMC","Milan/ Malpensa","Italy",6443,69727,18332,"Milan/ Malpensa (LIMC) "
2017,"DEC","LIMC","Milan/ Malpensa","Italy",6549,71746,33675,"Milan/ Malpensa (LIMC) "
2017,"JAN","LIME","Bergamo","Italy",3079,28943,6352,"Bergamo (LIME) "
2017,"FEB","LIME","Bergamo","Italy",2773,26067,5247,"Bergamo (LIME) "
2017,"MAR","LIME","Bergamo","Italy",3187,29946,5756,"Bergamo (LIME) "
2017,"APR","LIME","Bergamo","Italy",3311,30976,6972,"Bergamo (LIME) "
2017,"MAY","LIME","Bergamo","Italy",3633,33770,7295,"Bergamo (LIME) "
2017,"JUN","LIME","Bergamo","Italy",3744,34695,8729,"Bergamo (LIME) "
2017,"JUL","LIME","Bergamo","Italy",3989,36840,9942,"Bergamo (LIME) "
2017,"AUG","LIME","Bergamo","Italy",3941,36461,9455,"Bergamo (LIME) "
2017,"SEP","LIME","Bergamo","Italy",3762,34795,9865,"Bergamo (LIME) "
2017,"OCT","LIME","Bergamo","Italy",3586,33263,8585,"Bergamo (LIME) "
2017,"NOV","LIME","Bergamo","Italy",3118,29098,6817,"Bergamo (LIME) "
2017,"DEC","LIME","Bergamo","Italy",3142,29278,8515,"Bergamo (LIME) "
2017,"JAN","LIMF","Torino Caselle","Italy",1816,14826,2006,"Torino Caselle (LIMF) "
2017,"FEB","LIMF","Torino Caselle","Italy",1661,13727,1894,"Torino Caselle (LIMF) "
2017,"MAR","LIMF","Torino Caselle","Italy",1902,15623,1604,"Torino Caselle (LIMF) "
2017,"APR","LIMF","Torino Caselle","Italy",1868,15315,1503,"Torino Caselle (LIMF) "
2017,"MAY","LIMF","Torino Caselle","Italy",2006,16271,1639,"Torino Caselle (LIMF) "
2017,"JUN","LIMF","Torino Caselle","Italy",2071,16995,1766,"Torino Caselle (LIMF) "
2017,"JUL","LIMF","Torino Caselle","Italy",2220,18063,2175,"Torino Caselle (LIMF) "
2017,"AUG","LIMF","Torino Caselle","Italy",1936,16087,887,"Torino Caselle (LIMF) "
2017,"SEP","LIMF","Torino Caselle","Italy",2090,17040,1354,"Torino Caselle (LIMF) "
2017,"OCT","LIMF","Torino Caselle","Italy",2027,16496,1869,"Torino Caselle (LIMF) "
2017,"NOV","LIMF","Torino Caselle","Italy",1704,13872,1246,"Torino Caselle (LIMF) "
2017,"DEC","LIMF","Torino Caselle","Italy",1724,14208,1777,"Torino Caselle (LIMF) "
2017,"JAN","LIML","Milan/ Linate","Italy",4468,43156,11676,"Milan/ Linate (LIML) "
2017,"FEB","LIML","Milan/ Linate","Italy",4208,40706,9410,"Milan/ Linate (LIML) "
2017,"MAR","LIML","Milan/ Linate","Italy",4761,46059,9286,"Milan/ Linate (LIML) "
2017,"APR","LIML","Milan/ Linate","Italy",4621,45038,9738,"Milan/ Linate (LIML) "
2017,"MAY","LIML","Milan/ Linate","Italy",5099,49874,10906,"Milan/ Linate (LIML) "
2017,"JUN","LIML","Milan/ Linate","Italy",5248,50269,12486,"Milan/ Linate (LIML) "
2017,"JUL","LIML","Milan/ Linate","Italy",5623,54066,15497,"Milan/ Linate (LIML) "
2017,"AUG","LIML","Milan/ Linate","Italy",4658,45022,9615,"Milan/ Linate (LIML) "
2017,"SEP","LIML","Milan/ Linate","Italy",5025,47981,13926,"Milan/ Linate (LIML) "
2017,"OCT","LIML","Milan/ Linate","Italy",4674,45188,12849,"Milan/ Linate (LIML) "
2017,"NOV","LIML","Milan/ Linate","Italy",4256,41326,11111,"Milan/ Linate (LIML) "
2017,"DEC","LIML","Milan/ Linate","Italy",4180,40448,14167,"Milan/ Linate (LIML) "
2017,"JAN","LIPE","Bologna","Italy",2173,21543,1939,"Bologna (LIPE) "
2017,"FEB","LIPE","Bologna","Italy",1976,19621,1910,"Bologna (LIPE) "
2017,"MAR","LIPE","Bologna","Italy",2435,24209,1961,"Bologna (LIPE) "
2017,"APR","LIPE","Bologna","Italy",2576,25575,2604,"Bologna (LIPE) "
2017,"MAY","LIPE","Bologna","Italy",2703,26878,2991,"Bologna (LIPE) "
2017,"JUN","LIPE","Bologna","Italy",2787,27712,2962,"Bologna (LIPE) "
2017,"JUL","LIPE","Bologna","Italy",3223,32111,3198,"Bologna (LIPE) "
2017,"AUG","LIPE","Bologna","Italy",3138,31285,3312,"Bologna (LIPE) "
2017,"SEP","LIPE","Bologna","Italy",3050,30490,4148,"Bologna (LIPE) "
2017,"OCT","LIPE","Bologna","Italy",2953,29396,2767,"Bologna (LIPE) "
2017,"NOV","LIPE","Bologna","Italy",2417,24076,2184,"Bologna (LIPE) "
2017,"DEC","LIPE","Bologna","Italy",2442,24324,2784,"Bologna (LIPE) "
2017,"JAN","LIPZ","Venice","Italy",2479,22222,5729,"Venice (LIPZ) "
2017,"FEB","LIPZ","Venice","Italy",2438,21848,3200,"Venice (LIPZ) "
2017,"MAR","LIPZ","Venice","Italy",3112,27881,3876,"Venice (LIPZ) "
2017,"APR","LIPZ","Venice","Italy",3577,31775,4491,"Venice (LIPZ) "
2017,"MAY","LIPZ","Venice","Italy",4324,37934,8557,"Venice (LIPZ) "
2017,"JUN","LIPZ","Venice","Italy",4473,39482,8815,"Venice (LIPZ) "
2017,"JUL","LIPZ","Venice","Italy",4652,41239,8878,"Venice (LIPZ) "
2017,"AUG","LIPZ","Venice","Italy",4529,40264,8580,"Venice (LIPZ) "
2017,"SEP","LIPZ","Venice","Italy",4475,39531,10512,"Venice (LIPZ) "
2017,"OCT","LIPZ","Venice","Italy",4540,39782,11074,"Venice (LIPZ) "
2017,"NOV","LIPZ","Venice","Italy",2873,25564,3306,"Venice (LIPZ) "
2017,"DEC","LIPZ","Venice","Italy",2828,25474,6500,"Venice (LIPZ) "
2017,"JAN","LIRF","Rome/Fiumicino","Italy",10317,114359,51311,"Rome/Fiumicino (LIRF) "
2017,"FEB","LIRF","Rome/Fiumicino","Italy",9536,99799,34316,"Rome/Fiumicino (LIRF) "
2017,"MAR","LIRF","Rome/Fiumicino","Italy",11441,123814,57337,"Rome/Fiumicino (LIRF) "
2017,"APR","LIRF","Rome/Fiumicino","Italy",12311,136163,77208,"Rome/Fiumicino (LIRF) "
2017,"MAY","LIRF","Rome/Fiumicino","Italy",13291,145027,81755,"Rome/Fiumicino (LIRF) "
2017,"JUN","LIRF","Rome/Fiumicino","Italy",13186,141853,96983,"Rome/Fiumicino (LIRF) "
2017,"JUL","LIRF","Rome/Fiumicino","Italy",14304,153912,114381,"Rome/Fiumicino (LIRF) "
2017,"AUG","LIRF","Rome/Fiumicino","Italy",13864,147819,95052,"Rome/Fiumicino (LIRF) "
2017,"SEP","LIRF","Rome/Fiumicino","Italy",13249,140566,98293,"Rome/Fiumicino (LIRF) "
2017,"OCT","LIRF","Rome/Fiumicino","Italy",12477,132912,74787,"Rome/Fiumicino (LIRF) "
2017,"NOV","LIRF","Rome/Fiumicino","Italy",10437,110892,52984,"Rome/Fiumicino (LIRF) "
2017,"DEC","LIRF","Rome/Fiumicino","Italy",10391,111250,53609,"Rome/Fiumicino (LIRF) "
2017,"JAN","LIRN","Naples","Italy",1673,11159,2710,"Naples (LIRN) "
2017,"FEB","LIRN","Naples","Italy",1682,12020,2762,"Naples (LIRN) "
2017,"MAR","LIRN","Naples","Italy",2065,15020,3366,"Naples (LIRN) "
2017,"APR","LIRN","Naples","Italy",2762,20239,5501,"Naples (LIRN) "
2017,"MAY","LIRN","Naples","Italy",3528,26037,8709,"Naples (LIRN) "
2017,"JUN","LIRN","Naples","Italy",3831,27934,10846,"Naples (LIRN) "
2017,"JUL","LIRN","Naples","Italy",4218,30359,13048,"Naples (LIRN) "
2017,"AUG","LIRN","Naples","Italy",4109,29197,12319,"Naples (LIRN) "
2017,"SEP","LIRN","Naples","Italy",3846,27579,11229,"Naples (LIRN) "
2017,"OCT","LIRN","Naples","Italy",3449,24722,8021,"Naples (LIRN) "
2017,"NOV","LIRN","Naples","Italy",2462,17952,4267,"Naples (LIRN) "
2017,"DEC","LIRN","Naples","Italy",2393,17780,4715,"Naples (LIRN) "
2017,"JAN","LJLJ","Ljubljana","Slovenia",978,7243,2328,"Ljubljana (LJLJ) "
2017,"FEB","LJLJ","Ljubljana","Slovenia",892,6584,1309,"Ljubljana (LJLJ) "
