"YEAR","MONTH","ICAO","NAME","STATE","FLIGHTS_NM","FLIGHTS_APT","DELAY_APT","FLIGHTS_AL","DELAY_AL","LABEL"
2015,"DEC","EKCH","Copenhagen/ Kastrup","Denmark",9595,9591,209,7841,358,"Copenhagen/ Kastrup (EKCH) "
2015,"DEC","ELLX","Luxembourg","Luxembourg",2346,2344,46,1540,161,"Luxembourg (ELLX) "
2015,"DEC","ENBR","Bergen","Norway",3266,3275,10,2621,0,"Bergen (ENBR) "
2015,"DEC","ENGM","Oslo/ Gardermoen","Norway",8682,8666,1053,8319,1067,"Oslo/ Gardermoen (ENGM) "
2015,"DEC","ENHD","Haugesund","Norway",266,NA,NA,249,0,"Haugesund (ENHD) "
2015,"DEC","ENVA","Trondheim","Norway",2093,2099,0,1929,0,"Trondheim (ENVA) "
2015,"DEC","ENZV","Stavanger","Norway",2649,2686,5,1842,5,"Stavanger (ENZV) "
2015,"DEC","EPBY","Bydgoszcz","Poland",108,NA,NA,69,0,"Bydgoszcz (EPBY) "
2015,"DEC","EPGD","Gdansk","Poland",1344,NA,NA,1228,15,"Gdansk (EPGD) "
2015,"DEC","EPKK","Krakow - Balice","Poland",1404,NA,NA,1232,410,"Krakow - Balice (EPKK) "
2015,"DEC","EPKT","Katowice - Pyrzowice","Poland",889,NA,NA,638,36,"Katowice - Pyrzowice (EPKT) "
2015,"DEC","EPLB","Lublin","Poland",150,NA,NA,51,0,"Lublin (EPLB) "
2015,"DEC","EPLL","Lodz - Lublinek","Poland",176,NA,NA,55,0,"Lodz - Lublinek (EPLL) "
2015,"DEC","EPMO","Warszawa/ Modlin","Poland",779,NA,NA,711,223,"Warszawa/ Modlin (EPMO) "
2015,"DEC","EPPO","Poznan - Lawica","Poland",581,NA,NA,464,14,"Poznan - Lawica (EPPO) "
2015,"DEC","EPRA","Radom","Poland",9,NA,NA,2,0,"Radom (EPRA) "
2015,"DEC","EPRZ","Rzeszow - Jasionka","Poland",296,NA,NA,234,24,"Rzeszow - Jasionka (EPRZ) "
2015,"DEC","EPSC","Szczecin - Goleniów","Poland",174,NA,NA,141,0,"Szczecin - Goleniów (EPSC) "
2015,"DEC","EPWA","Warszawa/ Chopina","Poland",5095,5136,1242,4147,1249,"Warszawa/ Chopina (EPWA) "
2015,"DEC","EPWR","Wroclaw/ Strachowice","Poland",845,NA,NA,695,70,"Wroclaw/ Strachowice (EPWR) "
2015,"DEC","EPZG","Zielona Gora - Babimost","Poland",38,NA,NA,NA,NA,"Zielona Gora - Babimost (EPZG) "
2015,"DEC","ESSA","Stockholm/ Arlanda","Sweden",8452,8413,315,6506,351,"Stockholm/ Arlanda (ESSA) "
2015,"DEC","ESSB","Stockholm/ Bromma","Sweden",1931,NA,NA,637,41,"Stockholm/ Bromma (ESSB) "
2015,"DEC","EVRA","Riga","Latvia",2585,NA,NA,2139,28,"Riga (EVRA) "
2015,"DEC","EVVA","Ventspils","Latvia",1,NA,NA,NA,NA,"Ventspils (EVVA) "
2015,"DEC","EYKA","Kaunas","Lithuania",262,NA,NA,168,6,"Kaunas (EYKA) "
2015,"DEC","EYPA","Palanga","Lithuania",96,NA,NA,89,0,"Palanga (EYPA) "
2015,"DEC","EYSA","Šiauliai","Lithuania",61,NA,NA,NA,NA,"Šiauliai (EYSA) "
2015,"DEC","EYVI","Vilnius","Lithuania",1446,NA,NA,1075,103,"Vilnius (EYVI) "
2015,"DEC","GCFV","Fuerteventura","Spain",1670,1654,10,1086,418,"Fuerteventura (GCFV) "
2015,"DEC","GCGM","La Gomera","Spain",64,NA,NA,58,0,"La Gomera (GCGM) "
2015,"DEC","GCHI","Hierro","Spain",131,NA,NA,116,0,"Hierro (GCHI) "
2015,"DEC","GCLA","La Palma","Spain",627,NA,NA,392,3,"La Palma (GCLA) "
2015,"DEC","GCLP","Gran Canaria","Spain",4733,4658,1628,3154,1749,"Gran Canaria (GCLP) "
2015,"DEC","GCRR","Lanzarote","Spain",2030,2020,53,1380,237,"Lanzarote (GCRR) "
2015,"DEC","GCTS","Tenerife Sur/Reina Sofia","Spain",2729,2727,473,1802,430,"Tenerife Sur/Reina Sofia (GCTS) "
2015,"DEC","GCXO","Tenerife North","Spain",2138,2074,253,1545,343,"Tenerife North (GCXO) "
2015,"DEC","GEML","Melilla","Spain",308,NA,NA,281,9,"Melilla (GEML) "
2015,"DEC","LATI","Tirana","Albania",854,NA,NA,432,26,"Tirana (LATI) "
2015,"DEC","LBSF","Sofia","Bulgaria",1710,1689,98,895,91,"Sofia (LBSF) "
2015,"DEC","LCLK","Larnaca","Cyprus",1222,NA,NA,534,219,"Larnaca (LCLK) "
2015,"DEC","LCPH","Paphos","Cyprus",335,NA,NA,275,141,"Paphos (LCPH) "
2015,"DEC","LDZA","Zagreb","Croatia",1375,NA,NA,470,36,"Zagreb (LDZA) "
2015,"DEC","LDZL","Lucko","Croatia",6,NA,NA,NA,NA,"Lucko (LDZL) "
2015,"DEC","LEAB","Albacete","Spain",47,NA,NA,NA,NA,"Albacete (LEAB) "
2015,"DEC","LEAL","Alicante","Spain",2414,2402,431,1898,644,"Alicante (LEAL) "
2015,"DEC","LEAM","Almeria","Spain",253,NA,NA,215,8,"Almeria (LEAM) "
2015,"DEC","LEAS","Asturias","Spain",436,NA,NA,399,45,"Asturias (LEAS) "
2015,"DEC","LEBA","Cordoba","Spain",12,NA,NA,NA,NA,"Cordoba (LEBA) "
2015,"DEC","LEBB","Bilbao","Spain",1454,1451,118,1352,228,"Bilbao (LEBB) "
2015,"DEC","LEBG","Burgos","Spain",7,NA,NA,NA,NA,"Burgos (LEBG) "
2015,"DEC","LEBL","Barcelona","Spain",9965,9939,2614,8327,4937,"Barcelona (LEBL) "
2015,"DEC","LEBZ","Badajoz","Spain",10,NA,NA,3,0,"Badajoz (LEBZ) "
2015,"DEC","LECO","La Coruna","Spain",417,NA,NA,382,77,"La Coruna (LECO) "
2015,"DEC","LECU","Madrid/Cuatro Viento","Spain",117,NA,NA,NA,NA,"Madrid/Cuatro Viento (LECU) "
2015,"DEC","LEDA","Lleida/Alguaire","Spain",14,NA,NA,8,0,"Lleida/Alguaire (LEDA) "
2015,"DEC","LEGE","Gerona","Spain",223,NA,NA,152,17,"Gerona (LEGE) "
2015,"DEC","LEGR","Granada","Spain",349,NA,NA,304,2,"Granada (LEGR) "
2015,"DEC","LEGT","Madrid/Getafe","Spain",83,NA,NA,NA,NA,"Madrid/Getafe (LEGT) "
2015,"DEC","LEIB","Ibiza","Spain",945,938,8,792,48,"Ibiza (LEIB) "
2015,"DEC","LEIZ","Abad","Spain",15,NA,NA,NA,NA,"Abad (LEIZ) "
2015,"DEC","LEJR","Jerez De La Frontera","Spain",342,NA,NA,159,18,"Jerez De La Frontera (LEJR) "
2015,"DEC","LELC","Murcia San Javier","Spain",105,NA,NA,77,0,"Murcia San Javier (LELC) "
2015,"DEC","LELL","Sabadell","Spain",64,NA,NA,NA,NA,"Sabadell (LELL) "
2015,"DEC","LELN","Leon","Spain",34,NA,NA,25,0,"Leon (LELN) "
2015,"DEC","LEMD","Madrid/ Barajas","Spain",14622,14401,6475,11145,8673,"Madrid/ Barajas (LEMD) "
2015,"DEC","LEMG","Málaga","Spain",3101,3088,554,2287,712,"Málaga (LEMG) "
2015,"DEC","LEMH","Mahon","Spain",603,NA,NA,518,8,"Mahon (LEMH) "
2015,"DEC","LEMO","Seville/Moron","Spain",205,NA,NA,NA,NA,"Seville/Moron (LEMO) "
2015,"DEC","LEPA","Palma de Mallorca","Spain",3414,3324,723,2820,1178,"Palma de Mallorca (LEPA) "
2015,"DEC","LEPP","Noain Pamplona","Spain",111,NA,NA,84,0,"Noain Pamplona (LEPP) "
2015,"DEC","LERE","Valencia/Requena","Spain",127,NA,NA,NA,NA,"Valencia/Requena (LERE) "
2015,"DEC","LERJ","Logrono","Spain",22,NA,NA,16,0,"Logrono (LERJ) "
2015,"DEC","LERS","Reus","Spain",90,NA,NA,21,0,"Reus (LERS) "
2015,"DEC","LERT","Rota","Spain",276,NA,NA,NA,NA,"Rota (LERT) "
2015,"DEC","LESA","Salamanca Matalan","Spain",67,NA,NA,NA,NA,"Salamanca Matalan (LESA) "
2015,"DEC","LESB","Son Bonet","Spain",7,NA,NA,NA,NA,"Son Bonet (LESB) "
2015,"DEC","LESJ","Palma/Son San Juan","Spain",6,NA,NA,NA,NA,"Palma/Son San Juan (LESJ) "
2015,"DEC","LESO","San Sebastian","Spain",183,NA,NA,158,0,"San Sebastian (LESO) "
2015,"DEC","LEST","Santiago","Spain",697,NA,NA,556,67,"Santiago (LEST) "
2015,"DEC","LETO","Madrid/Torrejon","Spain",64,NA,NA,NA,NA,"Madrid/Torrejon (LETO) "
2015,"DEC","LEVC","Valencia","Spain",1819,1805,35,1446,219,"Valencia (LEVC) "
2015,"DEC","LEVD","Valladolid","Spain",84,NA,NA,40,3,"Valladolid (LEVD) "
2015,"DEC","LEVT","Vitoria","Spain",273,NA,NA,199,99,"Vitoria (LEVT) "
2015,"DEC","LEVX","Vigo","Spain",296,NA,NA,162,53,"Vigo (LEVX) "
2015,"DEC","LEXJ","Santander","Spain",267,NA,NA,228,8,"Santander (LEXJ) "
2015,"DEC","LEZG","Zaragoza","Spain",273,NA,NA,117,17,"Zaragoza (LEZG) "
2015,"DEC","LEZL","Sevilla","Spain",1406,NA,NA,1080,190,"Sevilla (LEZL) "
2015,"DEC","LFAQ","Albert-Bray","France",45,NA,NA,NA,NA,"Albert-Bray (LFAQ) "
2015,"DEC","LFBA","Agen-La Garenne","France",139,NA,NA,51,0,"Agen-La Garenne (LFBA) "
2015,"DEC","LFBD","Bordeaux-Mérignac","France",2131,NA,NA,1680,136,"Bordeaux-Mérignac (LFBD) "
2015,"DEC","LFBE","Bergerac-Roumanière","France",81,NA,NA,29,8,"Bergerac-Roumanière (LFBE) "
2015,"DEC","LFBH","La Rochelle-Ile de Ré","France",98,NA,NA,48,0,"La Rochelle-Ile de Ré (LFBH) "
2015,"DEC","LFBI","Poitiers-Biard","France",145,NA,NA,11,0,"Poitiers-Biard (LFBI) "
2015,"DEC","LFBL","Limoges-Bellegarde","France",186,NA,NA,46,21,"Limoges-Bellegarde (LFBL) "
2015,"DEC","LFBO","Toulouse-Blagnac","France",3398,NA,NA,2637,532,"Toulouse-Blagnac (LFBO) "
2015,"DEC","LFBP","Pau-Pyrénées","France",441,NA,NA,299,0,"Pau-Pyrénées (LFBP) "
2015,"DEC","LFBT","Tarbes-Lourdes Pyrénées","France",202,NA,NA,103,10,"Tarbes-Lourdes Pyrénées (LFBT) "
2015,"DEC","LFBZ","Biarritz-Bayonne-Anglet","France",373,NA,NA,283,37,"Biarritz-Bayonne-Anglet (LFBZ) "
2015,"DEC","LFCR","Rodez-Marcillac","France",121,NA,NA,68,0,"Rodez-Marcillac (LFCR) "
2015,"DEC","LFGJ","Dôle-Tavaux","France",101,NA,NA,21,14,"Dôle-Tavaux (LFGJ) "
2015,"DEC","LFJL","Metz-Nancy-Lorraine","France",235,NA,NA,87,11,"Metz-Nancy-Lorraine (LFJL) "
2015,"DEC","LFJR","Angers-Marcé","France",79,NA,NA,NA,NA,"Angers-Marcé (LFJR) "
2015,"DEC","LFKB","Bastia-Poretta","France",439,NA,NA,111,0,"Bastia-Poretta (LFKB) "
2015,"DEC","LFKC","Calvi-Sainte-Catherine","France",111,NA,NA,12,0,"Calvi-Sainte-Catherine (LFKC) "
2015,"DEC","LFKF","Figari-Sud Corse","France",159,NA,NA,2,0,"Figari-Sud Corse (LFKF) "
2015,"DEC","LFKJ","Ajaccio-Napoléon-Bonaparte","France",429,NA,NA,91,0,"Ajaccio-Napoléon-Bonaparte (LFKJ) "
2015,"DEC","LFLB","Chambéry-Aix-les-Bains","France",419,NA,NA,57,78,"Chambéry-Aix-les-Bains (LFLB) "
2015,"DEC","LFLC","Clermont-Ferrand-Auvergne","France",493,NA,NA,225,2,"Clermont-Ferrand-Auvergne (LFLC) "
2015,"DEC","LFLI","Annemasse","France",33,NA,NA,NA,NA,"Annemasse (LFLI) "
2015,"DEC","LFLL","Lyon-Saint-Exupéry","France",4075,4084,513,3170,514,"Lyon-Saint-Exupéry (LFLL) "
2015,"DEC","LFLP","Annecy-Meythet","France",160,NA,NA,NA,NA,"Annecy-Meythet (LFLP) "
2015,"DEC","LFLS","Grenoble-Isère","France",351,NA,NA,72,27,"Grenoble-Isère (LFLS) "
2015,"DEC","LFLX","Châteauroux-Déols","France",87,NA,NA,13,0,"Châteauroux-Déols (LFLX) "
2015,"DEC","LFLY","Lyon-Bron","France",349,NA,NA,NA,NA,"Lyon-Bron (LFLY) "
2015,"DEC","LFMD","Cannes-Mandelieu","France",252,NA,NA,NA,NA,"Cannes-Mandelieu (LFMD) "
2015,"DEC","LFMH","Saint-Etienne-Bouthéon","France",110,NA,NA,26,10,"Saint-Etienne-Bouthéon (LFMH) "
2015,"DEC","LFMI","Istres-Le Tubé","France",116,NA,NA,NA,NA,"Istres-Le Tubé (LFMI) "
2015,"DEC","LFMK","Carcassonne-Salvaza","France",164,NA,NA,63,60,"Carcassonne-Salvaza (LFMK) "
2015,"DEC","LFML","Marseille-Provence","France",3556,NA,NA,2244,765,"Marseille-Provence (LFML) "
2015,"DEC","LFMN","Nice-Côte d’Azur","France",4009,NA,NA,2792,790,"Nice-Côte d’Azur (LFMN) "
2015,"DEC","LFMP","Perpignan-Rivesaltes","France",266,NA,NA,118,0,"Perpignan-Rivesaltes (LFMP) "
2015,"DEC","LFMT","Montpellier-Méditerranée","France",981,NA,NA,544,15,"Montpellier-Méditerranée (LFMT) "
2015,"DEC","LFMU","Béziers-Vias","France",144,NA,NA,21,0,"Béziers-Vias (LFMU) "
2015,"DEC","LFMV","Avignon-Caumont","France",136,NA,NA,NA,NA,"Avignon-Caumont (LFMV) "
2015,"DEC","LFOB","Beauvais-Tillé","France",1002,NA,NA,936,140,"Beauvais-Tillé (LFOB) "
2015,"DEC","LFOH","Le Havre-Octeville","France",26,NA,NA,NA,NA,"Le Havre-Octeville (LFOH) "
2015,"DEC","LFOK","Châlons-Vatry","France",159,NA,NA,24,29,"Châlons-Vatry (LFOK) "
2015,"DEC","LFOT","Tours-Val de Loire","France",96,NA,NA,31,89,"Tours-Val de Loire (LFOT) "
2015,"DEC","LFPB","Paris-Le Bourget","France",1856,NA,NA,NA,NA,"Paris-Le Bourget (LFPB) "
2015,"DEC","LFPG","Paris-Charles-de-Gaulle","France",18630,18615,5606,14365,4854,"Paris-Charles-de-Gaulle (LFPG) "
2015,"DEC","LFPN","Toussus-le-Noble","France",420,NA,NA,NA,NA,"Toussus-le-Noble (LFPN) "
2015,"DEC","LFPO","Paris-Orly","France",9101,NA,NA,5958,2074,"Paris-Orly (LFPO) "
2015,"DEC","LFQQ","Lille-Lesquin","France",735,NA,NA,534,8,"Lille-Lesquin (LFQQ) "
2015,"DEC","LFRB","Brest-Bretagne","France",568,NA,NA,403,12,"Brest-Bretagne (LFRB) "
2015,"DEC","LFRD","Dinard-Pleurtuit-Saint-Malo","France",112,NA,NA,16,0,"Dinard-Pleurtuit-Saint-Malo (LFRD) "
2015,"DEC","LFRG","Deauville-Normandie","France",79,NA,NA,4,0,"Deauville-Normandie (LFRG) "
2015,"DEC","LFRH","Lorient-Lann Bihoué","France",271,NA,NA,77,4,"Lorient-Lann Bihoué (LFRH) "
2015,"DEC","LFRK","Caen-Carpiquet","France",149,NA,NA,64,0,"Caen-Carpiquet (LFRK) "
2015,"DEC","LFRM","Le Mans","France",44,NA,NA,NA,NA,"Le Mans (LFRM) "
2015,"DEC","LFRN","Rennes-Saint-Jacques","France",599,NA,NA,310,7,"Rennes-Saint-Jacques (LFRN) "
2015,"DEC","LFRO","Lannion","France",53,NA,NA,40,0,"Lannion (LFRO) "
2015,"DEC","LFRQ","Quimper-Pluguffan","France",91,NA,NA,43,0,"Quimper-Pluguffan (LFRQ) "
2015,"DEC","LFRS","Nantes-Atlantique","France",1771,NA,NA,1356,205,"Nantes-Atlantique (LFRS) "
2015,"DEC","LFRZ","Saint-Nazaire-Montoir","France",90,NA,NA,NA,NA,"Saint-Nazaire-Montoir (LFRZ) "
2015,"DEC","LFSB","Bâle-Mulhouse","France",2795,NA,NA,1939,196,"Bâle-Mulhouse (LFSB) "
2015,"DEC","LFSL","Brive-Souillac","France",104,NA,NA,NA,NA,"Brive-Souillac (LFSL) "
2015,"DEC","LFST","Strasbourg-Entzheim","France",984,NA,NA,803,0,"Strasbourg-Entzheim (LFST) "
2015,"DEC","LFTH","Hyères-Le Palyvestre","France",276,NA,NA,147,4,"Hyères-Le Palyvestre (LFTH) "
2015,"DEC","LFTW","Nîmes-Garons","France",116,NA,NA,31,20,"Nîmes-Garons (LFTW) "
2015,"DEC","LGAV","Athens","Greece",5842,5838,1588,3718,1007,"Athens (LGAV) "
2015,"DEC","LGIR","Heraklion","Greece",457,NA,NA,236,0,"Heraklion (LGIR) "
2015,"DEC","LGKF","Kefallinia","Greece",36,NA,NA,NA,NA,"Kefallinia (LGKF) "
2015,"DEC","LGKO","Kos","Greece",143,NA,NA,4,0,"Kos (LGKO) "
2015,"DEC","LGKR","Corfu","Greece",152,NA,NA,31,0,"Corfu (LGKR) "
2015,"DEC","LGMK","Mikonos","Greece",58,NA,NA,NA,NA,"Mikonos (LGMK) "
2015,"DEC","LGPZ","Aktion","Greece",39,NA,NA,NA,NA,"Aktion (LGPZ) "
2015,"DEC","LGRP","Rodos","Greece",388,NA,NA,193,0,"Rodos (LGRP) "
2015,"DEC","LGSA","Khania/Souda","Greece",482,NA,NA,224,0,"Khania/Souda (LGSA) "
2015,"DEC","LGSK","Skiathos","Greece",11,NA,NA,NA,NA,"Skiathos (LGSK) "
2015,"DEC","LGSR","Santorini","Greece",139,NA,NA,118,0,"Santorini (LGSR) "
2015,"DEC","LGTS","Thessaloniki","Greece",1757,NA,NA,1252,160,"Thessaloniki (LGTS) "
2015,"DEC","LGZA","Zakinthos","Greece",43,NA,NA,NA,NA,"Zakinthos (LGZA) "
2015,"DEC","LHBP","Budapest/ Ferihegy","Hungary",3444,3254,432,2620,393,"Budapest/ Ferihegy (LHBP) "
2015,"DEC","LIBR","Brindisi","Italy",566,NA,NA,531,97,"Brindisi (LIBR) "
2015,"DEC","LICC","Catania","Italy",1909,1896,5093,1727,2263,"Catania (LICC) "
2015,"DEC","LIMC","Milan/ Malpensa","Italy",6044,NA,NA,4183,2327,"Milan/ Malpensa (LIMC) "
2015,"DEC","LIME","Bergamo","Italy",2969,2973,2440,2490,2186,"Bergamo (LIME) "
2015,"DEC","LIML","Milan/ Linate","Italy",4479,NA,NA,3786,2804,"Milan/ Linate (LIML) "
2015,"DEC","LIPH","Treviso","Italy",621,NA,NA,533,695,"Treviso (LIPH) "
2015,"DEC","LIPZ","Venice","Italy",2758,2758,4871,2145,2727,"Venice (LIPZ) "
2015,"DEC","LIRA","Rome/Ciampino","Italy",2016,NA,NA,1368,2158,"Rome/Ciampino (LIRA) "
2015,"DEC","LIRF","Rome/Fiumicino","Italy",11728,11736,24582,10064,22098,"Rome/Fiumicino (LIRF) "
2015,"DEC","LIRP","Pisa San Giusto","Italy",1241,NA,NA,1024,1683,"Pisa San Giusto (LIRP) "
2015,"DEC","LJLJ","Ljubljana","Slovenia",928,886,0,188,3,"Ljubljana (LJLJ) "
2015,"DEC","LJMB","Maribor","Slovenia",45,NA,NA,NA,NA,"Maribor (LJMB) "
2015,"DEC","LJPZ","Portorož","Slovenia",38,NA,NA,NA,NA,"Portorož (LJPZ) "
2015,"DEC","LKKV","Karlovy Vary","Czech Republic",61,NA,NA,24,0,"Karlovy Vary (LKKV) "
2015,"DEC","LKMT","Ostrava","Czech Republic",185,NA,NA,77,0,"Ostrava (LKMT) "
2015,"DEC","LKPR","Prague","Czech Republic",4712,4689,1338,3232,1032,"Prague (LKPR) "
2015,"DEC","LKTB","Brno-Turany","Czech Republic",229,NA,NA,40,0,"Brno-Turany (LKTB) "
2015,"DEC","LMML","Malta","Malta",1226,1242,27,953,98,"Malta (LMML) "
2015,"DEC","LOWG","Graz","Austria",589,NA,NA,438,0,"Graz (LOWG) "
2015,"DEC","LOWI","Innsbruck","Austria",827,NA,NA,373,17,"Innsbruck (LOWI) "
2015,"DEC","LOWK","Klagenfurt","Austria",250,NA,NA,141,0,"Klagenfurt (LOWK) "
2015,"DEC","LOWL","Linz","Austria",372,NA,NA,199,88,"Linz (LOWL) "
2015,"DEC","LOWS","Salzburg","Austria",1145,NA,NA,686,155,"Salzburg (LOWS) "
2015,"DEC","LOWW","Vienna","Austria",8867,8224,9375,7067,4110,"Vienna (LOWW) "
2015,"DEC","LPAZ","Santa Maria","Portugal",135,NA,NA,NA,NA,"Santa Maria (LPAZ) "
2015,"DEC","LPCS","Cascais","Portugal",100,NA,NA,1,0,"Cascais (LPCS) "
2015,"DEC","LPFL","Flores","Portugal",43,NA,NA,NA,NA,"Flores (LPFL) "
2015,"DEC","LPFR","Faro","Portugal",804,NA,NA,565,64,"Faro (LPFR) "
2015,"DEC","LPHR","Horta","Portugal",136,NA,NA,NA,NA,"Horta (LPHR) "
2015,"DEC","LPMA","Madeira","Portugal",886,NA,NA,581,179,"Madeira (LPMA) "
2015,"DEC","LPPD","Ponta Delgada","Portugal",524,NA,NA,144,33,"Ponta Delgada (LPPD) "
2015,"DEC","LPPR","Porto","Portugal",2701,NA,NA,2272,874,"Porto (LPPR) "
2015,"DEC","LPPS","Porto Santo","Portugal",82,NA,NA,6,0,"Porto Santo (LPPS) "
2015,"DEC","LPPT","Lisbon","Portugal",6581,NA,NA,5789,12791,"Lisbon (LPPT) "
2015,"DEC","LQSA","Sarajevo","Bosnia & Herzegovina",228,NA,NA,121,6,"Sarajevo (LQSA) "
2015,"DEC","LRBS","Bucharest/ Baneasa","Romania",162,NA,NA,NA,NA,"Bucharest/ Baneasa (LRBS) "
2015,"DEC","LROP","Bucharest/ Otopeni","Romania",3861,NA,NA,2972,1113,"Bucharest/ Otopeni (LROP) "
2015,"DEC","LSGG","Geneva","Switzerland",7123,7099,4644,5108,3646,"Geneva (LSGG) "
2015,"DEC","LSGS","Sion","Switzerland",345,NA,NA,NA,NA,"Sion (LSGS) "
2015,"DEC","LSZH","Zürich","Switzerland",9714,9707,13589,7848,13302,"Zürich (LSZH) "
2015,"DEC","LTAC","Ankara/ Esenboga","Turkey",3891,NA,NA,2670,765,"Ankara/ Esenboga (LTAC) "
2015,"DEC","LTAI","Antalya","Turkey",2552,NA,NA,879,500,"Antalya (LTAI) "
2015,"DEC","LTBA","Istanbul/ Atatürk","Turkey",18316,NA,NA,14460,48778,"Istanbul/ Atatürk (LTBA) "
2015,"DEC","LTBJ","Izmir/ Adnan Menderes","Turkey",2971,NA,NA,984,207,"Izmir/ Adnan Menderes (LTBJ) "
2015,"DEC","LTFJ","Istanbul/ Sabiha Gökçen","Turkey",8741,NA,NA,2454,9792,"Istanbul/ Sabiha Gökçen (LTFJ) "
2015,"DEC","LUKK","Chi<U+0219>inau","Moldova",886,NA,NA,216,39,"Chi<U+0219>inau (LUKK) "
2015,"DEC","LWSK","Skopje","FYR Macedonia",589,NA,NA,429,44,"Skopje (LWSK) "
2015,"DEC","LYBE","Belgrade/ Nikola Tesla","Serbia",2188,NA,NA,1612,415,"Belgrade/ Nikola Tesla (LYBE) "
2015,"DEC","LYPG","Podgorica","Montenegro",379,NA,NA,165,10,"Podgorica (LYPG) "
2015,"DEC","LZIB","Bratislava","Slovakia",653,NA,NA,357,236,"Bratislava (LZIB) "
2015,"DEC","UDYZ","Zvartnots","Armenia",747,NA,NA,50,9,"Zvartnots (UDYZ) "
2015,"DEC","UGTB","Tbilisi","Georgia",824,NA,NA,196,113,"Tbilisi (UGTB) "
2015,"DEC","UKBB","Kiev/Boryspil","Ukraine",2461,NA,NA,506,124,"Kiev/Boryspil (UKBB) "
2015,"FEB","EBAW","Antwerp","Belgium",529,NA,NA,NA,NA,"Antwerp (EBAW) "
2015,"FEB","EBBR","Brussels","Belgium",8104,8291,2606,6465,3091,"Brussels (EBBR) "
2015,"FEB","EBCI","Charleroi","Belgium",1567,1555,9,1396,19,"Charleroi (EBCI) "
2015,"FEB","EBLG","Liège","Belgium",1154,NA,NA,793,756,"Liège (EBLG) "
2015,"FEB","EBOS","Ostend-Bruges","Belgium",184,NA,NA,52,0,"Ostend-Bruges (EBOS) "
2015,"FEB","EDDB","Berlin/ Schoenefeld","Germany",2516,NA,NA,1639,418,"Berlin/ Schoenefeld (EDDB) "
2015,"FEB","EDDC","Dresden","Germany",818,NA,NA,597,0,"Dresden (EDDC) "
2015,"FEB","EDDE","Erfurt","Germany",140,NA,NA,72,0,"Erfurt (EDDE) "
2015,"FEB","EDDF","Frankfurt","Germany",16481,NA,NA,12882,22515,"Frankfurt (EDDF) "
2015,"FEB","EDDG","Muenster-Osnabrueck","Germany",546,NA,NA,223,10,"Muenster-Osnabrueck (EDDG) "
2015,"FEB","EDDH","Hamburg","Germany",5200,NA,NA,4385,822,"Hamburg (EDDH) "
2015,"FEB","EDDK","Cologne-Bonn","Germany",3964,NA,NA,2387,610,"Cologne-Bonn (EDDK) "
2015,"FEB","EDDL","Dusseldorf","Germany",7075,NA,NA,6033,1880,"Dusseldorf (EDDL) "
2015,"FEB","EDDM","Munich","Germany",13951,NA,NA,11462,6734,"Munich (EDDM) "
2015,"FEB","EDDN","Nuremberg","Germany",1676,1717,47,1309,40,"Nuremberg (EDDN) "
2015,"FEB","EDDP","Leipzig-Halle","Germany",2247,2297,841,1224,477,"Leipzig-Halle (EDDP) "
2015,"FEB","EDDR","Saarbruecken","Germany",333,NA,NA,216,0,"Saarbruecken (EDDR) "
2015,"FEB","EDDS","Stuttgart","Germany",3807,NA,NA,2731,368,"Stuttgart (EDDS) "
2015,"FEB","EDDT","Berlin/ Tegel","Germany",6301,NA,NA,5747,3089,"Berlin/ Tegel (EDDT) "
2015,"FEB","EDDV","Hanover","Germany",2036,2102,101,1597,139,"Hanover (EDDV) "
2015,"FEB","EDDW","Bremen","Germany",1194,1366,43,815,64,"Bremen (EDDW) "
2015,"FEB","EETN","Tallinn","Estonia",1236,NA,NA,525,21,"Tallinn (EETN) "
2015,"FEB","EETU","Tartu","Estonia",41,NA,NA,20,0,"Tartu (EETU) "
2015,"FEB","EFHK","Helsinki/ Vantaa","Finland",6357,6488,666,5711,648,"Helsinki/ Vantaa (EFHK) "
2015,"FEB","EGAA","Belfast/Aldergrove","United Kingdom",1336,NA,NA,1081,222,"Belfast/Aldergrove (EGAA) "
2015,"FEB","EGAC","Belfast/City Airport","United Kingdom",1532,NA,NA,1415,89,"Belfast/City Airport (EGAC) "
2015,"FEB","EGAE","Londonderry/Eglinton","United Kingdom",88,NA,NA,79,0,"Londonderry/Eglinton (EGAE) "
2015,"FEB","EGBB","Birmingham","United Kingdom",3275,3144,439,2607,687,"Birmingham (EGBB) "
2015,"FEB","EGCC","Manchester","United Kingdom",5636,5611,2769,4192,2071,"Manchester (EGCC) "
2015,"FEB","EGGW","London/ Luton","United Kingdom",3599,NA,NA,2319,1333,"London/ Luton (EGGW) "
2015,"FEB","EGHI","Southampton","United Kingdom",1439,NA,NA,1118,144,"Southampton (EGHI) "
2015,"FEB","EGKB","Biggin Hill","United Kingdom",418,NA,NA,NA,NA,"Biggin Hill (EGKB) "
2015,"FEB","EGKK","London/ Gatwick","United Kingdom",8580,8587,4182,7486,4582,"London/ Gatwick (EGKK) "
2015,"FEB","EGLC","London/ City","United Kingdom",3529,NA,NA,2378,1600,"London/ City (EGLC) "
2015,"FEB","EGLF","Farnborough","United Kingdom",863,NA,NA,1,0,"Farnborough (EGLF) "
