"YEAR","MONTH","ICAO","NAME","STATE","FLIGHTS_NM","FLIGHTS_APT","DELAY_APT","FLIGHTS_AL","DELAY_AL","LABEL"
2015,"FEB","EGLL","London/ Heathrow","United Kingdom",17602,NA,NA,13877,5951,"London/ Heathrow (EGLL) "
2015,"FEB","EGNX","East Midlands","United Kingdom",2162,NA,NA,995,75,"East Midlands (EGNX) "
2015,"FEB","EGPD","Aberdeen","United Kingdom",2693,NA,NA,1258,93,"Aberdeen (EGPD) "
2015,"FEB","EGPF","Glasgow","United Kingdom",2804,NA,NA,1913,375,"Glasgow (EGPF) "
2015,"FEB","EGPH","Edinburgh","United Kingdom",3825,3501,305,2993,362,"Edinburgh (EGPH) "
2015,"FEB","EGSS","London/ Stansted","United Kingdom",5678,5680,1876,4777,3278,"London/ Stansted (EGSS) "
2015,"FEB","EHAM","Amsterdam/ Schiphol","Netherlands",15701,NA,NA,12352,19362,"Amsterdam/ Schiphol (EHAM) "
2015,"FEB","EHBK","Maastricht-Aachen","Netherlands",281,NA,NA,37,0,"Maastricht-Aachen (EHBK) "
2015,"FEB","EHGG","Groningen","Netherlands",353,NA,NA,8,0,"Groningen (EHGG) "
2015,"FEB","EHRD","Rotterdam","Netherlands",857,NA,NA,220,220,"Rotterdam (EHRD) "
2015,"FEB","EICK","Cork","Ireland",809,NA,NA,378,8,"Cork (EICK) "
2015,"FEB","EICM","Galway Carnmore","Ireland",2,NA,NA,NA,NA,"Galway Carnmore (EICM) "
2015,"FEB","EIDL","Donegal","Ireland",64,NA,NA,NA,NA,"Donegal (EIDL) "
2015,"FEB","EIDW","Dublin","Ireland",6463,6504,1297,5083,1550,"Dublin (EIDW) "
2015,"FEB","EIKN","Connaught","Ireland",172,NA,NA,166,0,"Connaught (EIKN) "
2015,"FEB","EIKY","Kerry/Farranfore","Ireland",131,NA,NA,47,0,"Kerry/Farranfore (EIKY) "
2015,"FEB","EINN","Shannon","Ireland",566,NA,NA,334,6,"Shannon (EINN) "
2015,"FEB","EISG","Sligo","Ireland",2,NA,NA,NA,NA,"Sligo (EISG) "
2015,"FEB","EIWF","Waterford","Ireland",26,NA,NA,12,0,"Waterford (EIWF) "
2015,"FEB","EIWT","Weston","Ireland",34,NA,NA,NA,NA,"Weston (EIWT) "
2015,"FEB","EKCH","Copenhagen/ Kastrup","Denmark",8901,8908,173,7653,324,"Copenhagen/ Kastrup (EKCH) "
2015,"FEB","ELLX","Luxembourg","Luxembourg",2106,2104,0,1428,47,"Luxembourg (ELLX) "
2015,"FEB","ENBR","Bergen","Norway",3449,3472,0,2929,0,"Bergen (ENBR) "
2015,"FEB","ENGM","Oslo/ Gardermoen","Norway",8715,8678,442,8339,527,"Oslo/ Gardermoen (ENGM) "
2015,"FEB","ENHD","Haugesund","Norway",295,NA,NA,276,0,"Haugesund (ENHD) "
2015,"FEB","ENVA","Trondheim","Norway",2116,2108,0,1961,0,"Trondheim (ENVA) "
2015,"FEB","ENZV","Stavanger","Norway",2924,2932,12,2124,12,"Stavanger (ENZV) "
2015,"FEB","EPBY","Bydgoszcz","Poland",156,NA,NA,67,0,"Bydgoszcz (EPBY) "
2015,"FEB","EPGD","Gdansk","Poland",1220,NA,NA,1041,39,"Gdansk (EPGD) "
2015,"FEB","EPKK","Krakow - Balice","Poland",1345,NA,NA,1023,189,"Krakow - Balice (EPKK) "
2015,"FEB","EPKT","Katowice - Pyrzowice","Poland",737,NA,NA,552,84,"Katowice - Pyrzowice (EPKT) "
2015,"FEB","EPLB","Lublin","Poland",65,NA,NA,20,0,"Lublin (EPLB) "
2015,"FEB","EPLL","Lodz - Lublinek","Poland",106,NA,NA,38,0,"Lodz - Lublinek (EPLL) "
2015,"FEB","EPMO","Warszawa/ Modlin","Poland",582,NA,NA,537,120,"Warszawa/ Modlin (EPMO) "
2015,"FEB","EPPO","Poznan - Lawica","Poland",614,NA,NA,437,7,"Poznan - Lawica (EPPO) "
2015,"FEB","EPRA","Radom","Poland",3,NA,NA,NA,NA,"Radom (EPRA) "
2015,"FEB","EPRZ","Rzeszow - Jasionka","Poland",299,NA,NA,202,0,"Rzeszow - Jasionka (EPRZ) "
2015,"FEB","EPSC","Szczecin - Goleniów","Poland",147,NA,NA,103,5,"Szczecin - Goleniów (EPSC) "
2015,"FEB","EPWA","Warszawa/ Chopina","Poland",5008,5068,1410,4010,1336,"Warszawa/ Chopina (EPWA) "
2015,"FEB","EPWR","Wroclaw/ Strachowice","Poland",798,NA,NA,654,36,"Wroclaw/ Strachowice (EPWR) "
2015,"FEB","EPZG","Zielona Gora - Babimost","Poland",27,NA,NA,NA,NA,"Zielona Gora - Babimost (EPZG) "
2015,"FEB","ESSA","Stockholm/ Arlanda","Sweden",8330,8334,270,6674,334,"Stockholm/ Arlanda (ESSA) "
2015,"FEB","ESSB","Stockholm/ Bromma","Sweden",2053,NA,NA,927,86,"Stockholm/ Bromma (ESSB) "
2015,"FEB","EVRA","Riga","Latvia",2106,NA,NA,1784,38,"Riga (EVRA) "
2015,"FEB","EYKA","Kaunas","Lithuania",198,NA,NA,123,0,"Kaunas (EYKA) "
2015,"FEB","EYPA","Palanga","Lithuania",81,NA,NA,76,0,"Palanga (EYPA) "
2015,"FEB","EYSA","Šiauliai","Lithuania",95,NA,NA,NA,NA,"Šiauliai (EYSA) "
2015,"FEB","EYVI","Vilnius","Lithuania",1355,NA,NA,856,5,"Vilnius (EYVI) "
2015,"FEB","GCFV","Fuerteventura","Spain",1438,1430,12,1026,87,"Fuerteventura (GCFV) "
2015,"FEB","GCGM","La Gomera","Spain",50,NA,NA,47,0,"La Gomera (GCGM) "
2015,"FEB","GCHI","Hierro","Spain",129,NA,NA,119,0,"Hierro (GCHI) "
2015,"FEB","GCLA","La Palma","Spain",605,NA,NA,428,0,"La Palma (GCLA) "
2015,"FEB","GCLP","Gran Canaria","Spain",4138,4053,1357,2995,1348,"Gran Canaria (GCLP) "
2015,"FEB","GCRR","Lanzarote","Spain",1877,NA,NA,1278,52,"Lanzarote (GCRR) "
2015,"FEB","GCTS","Tenerife Sur/Reina Sofia","Spain",2443,2432,272,1758,260,"Tenerife Sur/Reina Sofia (GCTS) "
2015,"FEB","GCXO","Tenerife North","Spain",1807,1745,135,1461,163,"Tenerife North (GCXO) "
2015,"FEB","GEML","Melilla","Spain",296,NA,NA,263,3,"Melilla (GEML) "
2015,"FEB","LATI","Tirana","Albania",621,NA,NA,352,9,"Tirana (LATI) "
2015,"FEB","LBSF","Sofia","Bulgaria",1504,1475,167,851,241,"Sofia (LBSF) "
2015,"FEB","LCLK","Larnaca","Cyprus",974,NA,NA,484,132,"Larnaca (LCLK) "
2015,"FEB","LCPH","Paphos","Cyprus",270,NA,NA,195,24,"Paphos (LCPH) "
2015,"FEB","LDZA","Zagreb","Croatia",1307,NA,NA,412,31,"Zagreb (LDZA) "
2015,"FEB","LDZL","Lucko","Croatia",8,NA,NA,NA,NA,"Lucko (LDZL) "
2015,"FEB","LEAB","Albacete","Spain",66,NA,NA,NA,NA,"Albacete (LEAB) "
2015,"FEB","LEAL","Alicante","Spain",1858,1852,338,1480,404,"Alicante (LEAL) "
2015,"FEB","LEAM","Almeria","Spain",246,NA,NA,215,4,"Almeria (LEAM) "
2015,"FEB","LEAS","Asturias","Spain",291,NA,NA,267,21,"Asturias (LEAS) "
2015,"FEB","LEBA","Cordoba","Spain",7,NA,NA,NA,NA,"Cordoba (LEBA) "
2015,"FEB","LEBB","Bilbao","Spain",1322,1310,198,1256,343,"Bilbao (LEBB) "
2015,"FEB","LEBG","Burgos","Spain",25,NA,NA,18,0,"Burgos (LEBG) "
2015,"FEB","LEBL","Barcelona","Spain",8749,8726,1505,7547,2677,"Barcelona (LEBL) "
2015,"FEB","LEBZ","Badajoz","Spain",66,NA,NA,48,0,"Badajoz (LEBZ) "
2015,"FEB","LECO","La Coruna","Spain",407,NA,NA,346,82,"La Coruna (LECO) "
2015,"FEB","LECU","Madrid/Cuatro Viento","Spain",74,NA,NA,NA,NA,"Madrid/Cuatro Viento (LECU) "
2015,"FEB","LEDA","Lleida/Alguaire","Spain",36,NA,NA,31,0,"Lleida/Alguaire (LEDA) "
2015,"FEB","LEGE","Gerona","Spain",267,NA,NA,164,0,"Gerona (LEGE) "
2015,"FEB","LEGR","Granada","Spain",316,NA,NA,252,2,"Granada (LEGR) "
2015,"FEB","LEGT","Madrid/Getafe","Spain",126,NA,NA,NA,NA,"Madrid/Getafe (LEGT) "
2015,"FEB","LEIB","Ibiza","Spain",667,664,0,534,18,"Ibiza (LEIB) "
2015,"FEB","LEIZ","Abad","Spain",15,NA,NA,NA,NA,"Abad (LEIZ) "
2015,"FEB","LEJR","Jerez De La Frontera","Spain",451,NA,NA,160,3,"Jerez De La Frontera (LEJR) "
2015,"FEB","LELC","Murcia San Javier","Spain",113,NA,NA,75,0,"Murcia San Javier (LELC) "
2015,"FEB","LELL","Sabadell","Spain",53,NA,NA,NA,NA,"Sabadell (LELL) "
2015,"FEB","LELN","Leon","Spain",25,NA,NA,19,0,"Leon (LELN) "
2015,"FEB","LEMD","Madrid/ Barajas","Spain",12759,12630,3424,10186,5213,"Madrid/ Barajas (LEMD) "
2015,"FEB","LEMG","Málaga","Spain",2705,2698,365,2081,539,"Málaga (LEMG) "
2015,"FEB","LEMH","Mahon","Spain",395,NA,NA,326,6,"Mahon (LEMH) "
2015,"FEB","LEMO","Seville/Moron","Spain",245,NA,NA,NA,NA,"Seville/Moron (LEMO) "
2015,"FEB","LEPA","Palma de Mallorca","Spain",2951,2923,394,2462,593,"Palma de Mallorca (LEPA) "
2015,"FEB","LEPP","Noain Pamplona","Spain",135,NA,NA,100,0,"Noain Pamplona (LEPP) "
2015,"FEB","LERE","Valencia/Requena","Spain",1,NA,NA,NA,NA,"Valencia/Requena (LERE) "
2015,"FEB","LERJ","Logrono","Spain",28,NA,NA,21,0,"Logrono (LERJ) "
2015,"FEB","LERS","Reus","Spain",95,NA,NA,23,0,"Reus (LERS) "
2015,"FEB","LERT","Rota","Spain",245,NA,NA,NA,NA,"Rota (LERT) "
2015,"FEB","LESA","Salamanca Matalan","Spain",92,NA,NA,16,0,"Salamanca Matalan (LESA) "
2015,"FEB","LESB","Son Bonet","Spain",8,NA,NA,NA,NA,"Son Bonet (LESB) "
2015,"FEB","LESJ","Palma/Son San Juan","Spain",4,NA,NA,NA,NA,"Palma/Son San Juan (LESJ) "
2015,"FEB","LESO","San Sebastian","Spain",177,NA,NA,155,2,"San Sebastian (LESO) "
2015,"FEB","LEST","Santiago","Spain",558,NA,NA,437,41,"Santiago (LEST) "
2015,"FEB","LETO","Madrid/Torrejon","Spain",70,NA,NA,NA,NA,"Madrid/Torrejon (LETO) "
2015,"FEB","LEVC","Valencia","Spain",1581,1577,20,1307,130,"Valencia (LEVC) "
2015,"FEB","LEVD","Valladolid","Spain",100,NA,NA,53,0,"Valladolid (LEVD) "
2015,"FEB","LEVT","Vitoria","Spain",212,NA,NA,193,61,"Vitoria (LEVT) "
2015,"FEB","LEVX","Vigo","Spain",261,NA,NA,165,14,"Vigo (LEVX) "
2015,"FEB","LEXJ","Santander","Spain",242,NA,NA,225,0,"Santander (LEXJ) "
2015,"FEB","LEZG","Zaragoza","Spain",254,NA,NA,152,16,"Zaragoza (LEZG) "
2015,"FEB","LEZL","Sevilla","Spain",1255,NA,NA,946,76,"Sevilla (LEZL) "
2015,"FEB","LFAQ","Albert-Bray","France",45,NA,NA,NA,NA,"Albert-Bray (LFAQ) "
2015,"FEB","LFBA","Agen-La Garenne","France",212,NA,NA,62,21,"Agen-La Garenne (LFBA) "
2015,"FEB","LFBD","Bordeaux-Mérignac","France",1988,NA,NA,1468,89,"Bordeaux-Mérignac (LFBD) "
2015,"FEB","LFBE","Bergerac-Roumanière","France",73,NA,NA,23,0,"Bergerac-Roumanière (LFBE) "
2015,"FEB","LFBH","La Rochelle-Ile de Ré","France",133,NA,NA,60,0,"La Rochelle-Ile de Ré (LFBH) "
2015,"FEB","LFBI","Poitiers-Biard","France",198,NA,NA,95,0,"Poitiers-Biard (LFBI) "
2015,"FEB","LFBL","Limoges-Bellegarde","France",235,NA,NA,45,0,"Limoges-Bellegarde (LFBL) "
2015,"FEB","LFBO","Toulouse-Blagnac","France",3338,NA,NA,2561,401,"Toulouse-Blagnac (LFBO) "
2015,"FEB","LFBP","Pau-Pyrénées","France",415,NA,NA,276,0,"Pau-Pyrénées (LFBP) "
2015,"FEB","LFBT","Tarbes-Lourdes Pyrénées","France",201,NA,NA,84,0,"Tarbes-Lourdes Pyrénées (LFBT) "
2015,"FEB","LFBZ","Biarritz-Bayonne-Anglet","France",342,NA,NA,261,6,"Biarritz-Bayonne-Anglet (LFBZ) "
2015,"FEB","LFCR","Rodez-Marcillac","France",115,NA,NA,70,0,"Rodez-Marcillac (LFCR) "
2015,"FEB","LFGJ","Dôle-Tavaux","France",138,NA,NA,32,0,"Dôle-Tavaux (LFGJ) "
2015,"FEB","LFJL","Metz-Nancy-Lorraine","France",216,NA,NA,87,0,"Metz-Nancy-Lorraine (LFJL) "
2015,"FEB","LFJR","Angers-Marcé","France",64,NA,NA,NA,NA,"Angers-Marcé (LFJR) "
2015,"FEB","LFKB","Bastia-Poretta","France",360,NA,NA,77,0,"Bastia-Poretta (LFKB) "
2015,"FEB","LFKC","Calvi-Sainte-Catherine","France",99,NA,NA,12,0,"Calvi-Sainte-Catherine (LFKC) "
2015,"FEB","LFKF","Figari-Sud Corse","France",128,NA,NA,NA,NA,"Figari-Sud Corse (LFKF) "
2015,"FEB","LFKJ","Ajaccio-Napoléon-Bonaparte","France",372,NA,NA,67,0,"Ajaccio-Napoléon-Bonaparte (LFKJ) "
2015,"FEB","LFLB","Chambéry-Aix-les-Bains","France",586,NA,NA,83,177,"Chambéry-Aix-les-Bains (LFLB) "
2015,"FEB","LFLC","Clermont-Ferrand-Auvergne","France",506,NA,NA,241,4,"Clermont-Ferrand-Auvergne (LFLC) "
2015,"FEB","LFLI","Annemasse","France",47,NA,NA,NA,NA,"Annemasse (LFLI) "
2015,"FEB","LFLL","Lyon-Saint-Exupéry","France",4162,4169,371,3401,409,"Lyon-Saint-Exupéry (LFLL) "
2015,"FEB","LFLP","Annecy-Meythet","France",170,NA,NA,NA,NA,"Annecy-Meythet (LFLP) "
2015,"FEB","LFLS","Grenoble-Isère","France",515,NA,NA,145,259,"Grenoble-Isère (LFLS) "
2015,"FEB","LFLX","Châteauroux-Déols","France",74,NA,NA,3,0,"Châteauroux-Déols (LFLX) "
2015,"FEB","LFLY","Lyon-Bron","France",400,NA,NA,NA,NA,"Lyon-Bron (LFLY) "
2015,"FEB","LFMD","Cannes-Mandelieu","France",226,NA,NA,1,10,"Cannes-Mandelieu (LFMD) "
2015,"FEB","LFMH","Saint-Etienne-Bouthéon","France",101,NA,NA,20,0,"Saint-Etienne-Bouthéon (LFMH) "
2015,"FEB","LFMI","Istres-Le Tubé","France",127,NA,NA,NA,NA,"Istres-Le Tubé (LFMI) "
2015,"FEB","LFMK","Carcassonne-Salvaza","France",134,NA,NA,53,14,"Carcassonne-Salvaza (LFMK) "
2015,"FEB","LFML","Marseille-Provence","France",3405,NA,NA,2088,444,"Marseille-Provence (LFML) "
2015,"FEB","LFMN","Nice-Côte d’Azur","France",3688,NA,NA,2518,629,"Nice-Côte d’Azur (LFMN) "
2015,"FEB","LFMP","Perpignan-Rivesaltes","France",281,NA,NA,134,0,"Perpignan-Rivesaltes (LFMP) "
2015,"FEB","LFMT","Montpellier-Méditerranée","France",922,NA,NA,458,43,"Montpellier-Méditerranée (LFMT) "
2015,"FEB","LFMU","Béziers-Vias","France",164,NA,NA,20,0,"Béziers-Vias (LFMU) "
2015,"FEB","LFMV","Avignon-Caumont","France",113,NA,NA,NA,NA,"Avignon-Caumont (LFMV) "
2015,"FEB","LFOB","Beauvais-Tillé","France",959,NA,NA,919,120,"Beauvais-Tillé (LFOB) "
2015,"FEB","LFOH","Le Havre-Octeville","France",28,NA,NA,2,0,"Le Havre-Octeville (LFOH) "
2015,"FEB","LFOK","Châlons-Vatry","France",96,NA,NA,20,0,"Châlons-Vatry (LFOK) "
2015,"FEB","LFOT","Tours-Val de Loire","France",85,NA,NA,28,6,"Tours-Val de Loire (LFOT) "
2015,"FEB","LFPB","Paris-Le Bourget","France",1705,NA,NA,1,0,"Paris-Le Bourget (LFPB) "
2015,"FEB","LFPG","Paris-Charles-de-Gaulle","France",16794,16771,6354,13255,5638,"Paris-Charles-de-Gaulle (LFPG) "
2015,"FEB","LFPN","Toussus-le-Noble","France",338,NA,NA,NA,NA,"Toussus-le-Noble (LFPN) "
2015,"FEB","LFPO","Paris-Orly","France",8295,NA,NA,5550,2341,"Paris-Orly (LFPO) "
2015,"FEB","LFQQ","Lille-Lesquin","France",672,NA,NA,501,5,"Lille-Lesquin (LFQQ) "
2015,"FEB","LFRB","Brest-Bretagne","France",567,NA,NA,389,2,"Brest-Bretagne (LFRB) "
2015,"FEB","LFRD","Dinard-Pleurtuit-Saint-Malo","France",98,NA,NA,15,0,"Dinard-Pleurtuit-Saint-Malo (LFRD) "
2015,"FEB","LFRG","Deauville-Normandie","France",57,NA,NA,6,3,"Deauville-Normandie (LFRG) "
2015,"FEB","LFRH","Lorient-Lann Bihoué","France",276,NA,NA,88,0,"Lorient-Lann Bihoué (LFRH) "
2015,"FEB","LFRK","Caen-Carpiquet","France",173,NA,NA,71,0,"Caen-Carpiquet (LFRK) "
2015,"FEB","LFRM","Le Mans","France",24,NA,NA,NA,NA,"Le Mans (LFRM) "
2015,"FEB","LFRN","Rennes-Saint-Jacques","France",528,NA,NA,290,1,"Rennes-Saint-Jacques (LFRN) "
2015,"FEB","LFRO","Lannion","France",53,NA,NA,46,0,"Lannion (LFRO) "
2015,"FEB","LFRQ","Quimper-Pluguffan","France",108,NA,NA,85,0,"Quimper-Pluguffan (LFRQ) "
2015,"FEB","LFRS","Nantes-Atlantique","France",1728,NA,NA,1386,190,"Nantes-Atlantique (LFRS) "
2015,"FEB","LFRZ","Saint-Nazaire-Montoir","France",107,NA,NA,35,0,"Saint-Nazaire-Montoir (LFRZ) "
2015,"FEB","LFSB","Bâle-Mulhouse","France",2598,NA,NA,1982,228,"Bâle-Mulhouse (LFSB) "
2015,"FEB","LFSL","Brive-Souillac","France",111,NA,NA,64,14,"Brive-Souillac (LFSL) "
2015,"FEB","LFST","Strasbourg-Entzheim","France",814,NA,NA,666,3,"Strasbourg-Entzheim (LFST) "
2015,"FEB","LFTH","Hyères-Le Palyvestre","France",283,NA,NA,129,34,"Hyères-Le Palyvestre (LFTH) "
2015,"FEB","LFTW","Nîmes-Garons","France",100,NA,NA,33,0,"Nîmes-Garons (LFTW) "
2015,"FEB","LGAV","Athens","Greece",4757,4734,970,3110,634,"Athens (LGAV) "
2015,"FEB","LGIR","Heraklion","Greece",391,NA,NA,209,9,"Heraklion (LGIR) "
2015,"FEB","LGKF","Kefallinia","Greece",33,NA,NA,NA,NA,"Kefallinia (LGKF) "
2015,"FEB","LGKO","Kos","Greece",129,NA,NA,8,0,"Kos (LGKO) "
2015,"FEB","LGKR","Corfu","Greece",133,NA,NA,28,0,"Corfu (LGKR) "
2015,"FEB","LGMK","Mikonos","Greece",51,NA,NA,2,0,"Mikonos (LGMK) "
2015,"FEB","LGPZ","Aktion","Greece",40,NA,NA,NA,NA,"Aktion (LGPZ) "
2015,"FEB","LGRP","Rodos","Greece",320,NA,NA,143,798,"Rodos (LGRP) "
2015,"FEB","LGSA","Khania/Souda","Greece",415,NA,NA,211,6,"Khania/Souda (LGSA) "
2015,"FEB","LGSK","Skiathos","Greece",9,NA,NA,NA,NA,"Skiathos (LGSK) "
2015,"FEB","LGSR","Santorini","Greece",73,NA,NA,40,0,"Santorini (LGSR) "
2015,"FEB","LGTS","Thessaloniki","Greece",1449,NA,NA,1112,78,"Thessaloniki (LGTS) "
2015,"FEB","LGZA","Zakinthos","Greece",38,NA,NA,NA,NA,"Zakinthos (LGZA) "
2015,"FEB","LHBP","Budapest/ Ferihegy","Hungary",3002,3014,456,2390,492,"Budapest/ Ferihegy (LHBP) "
2015,"FEB","LIBR","Brindisi","Italy",509,NA,NA,468,41,"Brindisi (LIBR) "
2015,"FEB","LICC","Catania","Italy",1562,1539,3567,1443,818,"Catania (LICC) "
2015,"FEB","LIMC","Milan/ Malpensa","Italy",5334,NA,NA,3824,1352,"Milan/ Malpensa (LIMC) "
2015,"FEB","LIME","Bergamo","Italy",2600,2578,1499,2149,1375,"Bergamo (LIME) "
2015,"FEB","LIML","Milan/ Linate","Italy",4241,NA,NA,3443,1086,"Milan/ Linate (LIML) "
2015,"FEB","LIPH","Treviso","Italy",597,NA,NA,508,344,"Treviso (LIPH) "
2015,"FEB","LIPZ","Venice","Italy",2383,2395,2901,1840,700,"Venice (LIPZ) "
2015,"FEB","LIRA","Rome/Ciampino","Italy",1923,NA,NA,1304,1303,"Rome/Ciampino (LIRA) "
2015,"FEB","LIRF","Rome/Fiumicino","Italy",10465,10468,25746,9070,22205,"Rome/Fiumicino (LIRF) "
2015,"FEB","LIRP","Pisa San Giusto","Italy",1136,NA,NA,938,1191,"Pisa San Giusto (LIRP) "
2015,"FEB","LJLJ","Ljubljana","Slovenia",873,799,23,182,15,"Ljubljana (LJLJ) "
2015,"FEB","LJMB","Maribor","Slovenia",41,NA,NA,2,0,"Maribor (LJMB) "
2015,"FEB","LJPZ","Portorož","Slovenia",34,NA,NA,NA,NA,"Portorož (LJPZ) "
2015,"FEB","LKKV","Karlovy Vary","Czech Republic",52,NA,NA,22,0,"Karlovy Vary (LKKV) "
2015,"FEB","LKMT","Ostrava","Czech Republic",186,NA,NA,64,0,"Ostrava (LKMT) "
2015,"FEB","LKPR","Prague","Czech Republic",3606,3570,539,2648,686,"Prague (LKPR) "
2015,"FEB","LKTB","Brno-Turany","Czech Republic",187,NA,NA,69,0,"Brno-Turany (LKTB) "
2015,"FEB","LMML","Malta","Malta",1163,1201,72,795,152,"Malta (LMML) "
2015,"FEB","LOWG","Graz","Austria",630,NA,NA,404,14,"Graz (LOWG) "
2015,"FEB","LOWI","Innsbruck","Austria",1062,NA,NA,529,451,"Innsbruck (LOWI) "
2015,"FEB","LOWK","Klagenfurt","Austria",265,NA,NA,132,6,"Klagenfurt (LOWK) "
2015,"FEB","LOWL","Linz","Austria",490,NA,NA,299,0,"Linz (LOWL) "
2015,"FEB","LOWS","Salzburg","Austria",1326,NA,NA,753,492,"Salzburg (LOWS) "
2015,"FEB","LOWW","Vienna","Austria",8157,8135,5605,6587,2151,"Vienna (LOWW) "
2015,"FEB","LPAZ","Santa Maria","Portugal",100,NA,NA,NA,NA,"Santa Maria (LPAZ) "
2015,"FEB","LPCS","Cascais","Portugal",78,NA,NA,NA,NA,"Cascais (LPCS) "
2015,"FEB","LPFL","Flores","Portugal",36,NA,NA,NA,NA,"Flores (LPFL) "
2015,"FEB","LPFR","Faro","Portugal",733,NA,NA,509,31,"Faro (LPFR) "
2015,"FEB","LPHR","Horta","Portugal",117,NA,NA,11,2,"Horta (LPHR) "
2015,"FEB","LPMA","Madeira","Portugal",695,NA,NA,493,185,"Madeira (LPMA) "
2015,"FEB","LPPD","Ponta Delgada","Portugal",321,NA,NA,21,0,"Ponta Delgada (LPPD) "
2015,"FEB","LPPR","Porto","Portugal",2231,NA,NA,1933,864,"Porto (LPPR) "
2015,"FEB","LPPS","Porto Santo","Portugal",70,NA,NA,1,0,"Porto Santo (LPPS) "
2015,"FEB","LPPT","Lisbon","Portugal",5562,NA,NA,4979,2432,"Lisbon (LPPT) "
2015,"FEB","LQSA","Sarajevo","Bosnia & Herzegovina",337,NA,NA,166,0,"Sarajevo (LQSA) "
2015,"FEB","LRBS","Bucharest/ Baneasa","Romania",149,NA,NA,2,0,"Bucharest/ Baneasa (LRBS) "
2015,"FEB","LROP","Bucharest/ Otopeni","Romania",3406,NA,NA,2784,338,"Bucharest/ Otopeni (LROP) "
2015,"FEB","LSGG","Geneva","Switzerland",7088,7059,1984,5099,1776,"Geneva (LSGG) "
2015,"FEB","LSGS","Sion","Switzerland",343,NA,NA,NA,NA,"Sion (LSGS) "
2015,"FEB","LSZH","Zürich","Switzerland",8994,8989,12713,7137,12221,"Zürich (LSZH) "
2015,"FEB","LTAC","Ankara/ Esenboga","Turkey",3440,NA,NA,2408,2182,"Ankara/ Esenboga (LTAC) "
2015,"FEB","LTAI","Antalya","Turkey",2526,NA,NA,974,846,"Antalya (LTAI) "
2015,"FEB","LTBA","Istanbul/ Atatürk","Turkey",15343,NA,NA,12194,42436,"Istanbul/ Atatürk (LTBA) "
2015,"FEB","LTBJ","Izmir/ Adnan Menderes","Turkey",2602,NA,NA,924,671,"Izmir/ Adnan Menderes (LTBJ) "
2015,"FEB","LTFJ","Istanbul/ Sabiha Gökçen","Turkey",6586,NA,NA,1850,5412,"Istanbul/ Sabiha Gökçen (LTFJ) "
2015,"FEB","LUKK","Chi<U+0219>inau","Moldova",700,NA,NA,173,2,"Chi<U+0219>inau (LUKK) "
2015,"FEB","LWSK","Skopje","FYR Macedonia",439,NA,NA,300,21,"Skopje (LWSK) "
2015,"FEB","LYBE","Belgrade/ Nikola Tesla","Serbia",2094,NA,NA,1566,145,"Belgrade/ Nikola Tesla (LYBE) "
2015,"FEB","LYPG","Podgorica","Montenegro",319,NA,NA,124,0,"Podgorica (LYPG) "
2015,"FEB","LZIB","Bratislava","Slovakia",559,NA,NA,260,22,"Bratislava (LZIB) "
2015,"FEB","UDYZ","Zvartnots","Armenia",614,NA,NA,20,0,"Zvartnots (UDYZ) "
2015,"FEB","UGTB","Tbilisi","Georgia",653,NA,NA,211,159,"Tbilisi (UGTB) "
2015,"FEB","UKBB","Kiev/Boryspil","Ukraine",2335,NA,NA,446,27,"Kiev/Boryspil (UKBB) "
2015,"JAN","EBAW","Antwerp","Belgium",450,NA,NA,NA,NA,"Antwerp (EBAW) "
2015,"JAN","EBBR","Brussels","Belgium",8287,8470,4037,6626,3890,"Brussels (EBBR) "
2015,"JAN","EBCI","Charleroi","Belgium",1728,1713,211,1563,716,"Charleroi (EBCI) "
2015,"JAN","EBLG","Liège","Belgium",1135,NA,NA,796,352,"Liège (EBLG) "
2015,"JAN","EBOS","Ostend-Bruges","Belgium",156,NA,NA,51,0,"Ostend-Bruges (EBOS) "
2015,"JAN","EDDB","Berlin/ Schoenefeld","Germany",2458,NA,NA,1589,386,"Berlin/ Schoenefeld (EDDB) "
2015,"JAN","EDDC","Dresden","Germany",851,NA,NA,609,2,"Dresden (EDDC) "
2015,"JAN","EDDE","Erfurt","Germany",137,NA,NA,74,5,"Erfurt (EDDE) "
2015,"JAN","EDDF","Frankfurt","Germany",17359,NA,NA,13423,14487,"Frankfurt (EDDF) "
2015,"JAN","EDDG","Muenster-Osnabrueck","Germany",487,NA,NA,219,17,"Muenster-Osnabrueck (EDDG) "
2015,"JAN","EDDH","Hamburg","Germany",5338,NA,NA,4532,843,"Hamburg (EDDH) "
2015,"JAN","EDDK","Cologne-Bonn","Germany",4155,NA,NA,2508,1004,"Cologne-Bonn (EDDK) "
2015,"JAN","EDDL","Dusseldorf","Germany",7309,NA,NA,6136,2500,"Dusseldorf (EDDL) "
2015,"JAN","EDDM","Munich","Germany",13816,NA,NA,11344,3740,"Munich (EDDM) "
2015,"JAN","EDDN","Nuremberg","Germany",1691,1793,154,1305,186,"Nuremberg (EDDN) "
2015,"JAN","EDDP","Leipzig-Halle","Germany",2341,2369,638,1232,209,"Leipzig-Halle (EDDP) "
2015,"JAN","EDDR","Saarbruecken","Germany",306,NA,NA,202,0,"Saarbruecken (EDDR) "
2015,"JAN","EDDS","Stuttgart","Germany",3804,NA,NA,2810,147,"Stuttgart (EDDS) "
