"YEAR","MONTH","NAME","TYPE","FLIGHTS_TOTAL","DELAY","A","C","D","E","G","I","M","N","O","P","R","S","T","V","W","NA","FLIGHTS_DELAYED","FLIGHTS_DELAYED_15","DELAY_AVG","A_AVG","C_AVG","D_AVG","E_AVG","G_AVG","I_AVG","M_AVG","N_AVG","O_AVG","P_AVG","R_AVG","S_AVG","T_AVG","V_AVG","W_AVG","NA_AVG"
2016,"SEP","UK Oceanic","COUNTRY (FIR)",43459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"SEP","Ukraine","COUNTRY (FIR)",20245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"SEP","UkSATSE","ANSP (AUA)",20245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"SEP","United Kingdom","COUNTRY (FIR)",236160,68626,0,27560,0,0,0,0,0,0,989,0,0,18363,0,0,21714,0,3826,1838,0.290591124661247,0,0.11670054200542,0,0,0,0,0,0,0.00418783875338753,0,0,0.0777566056910569,0,0,0.0919461382113821,0
2017,"APR","Albania","COUNTRY (FIR)",13945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Albcontrol","ANSP (AUA)",13945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","ANA LUX","ANSP (AUA)",6356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","ANS CR","ANSP (AUA)",63331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","ANS Finland","ANSP (AUA)",19648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","ARMATS","ANSP (AUA)",3839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Armenia","COUNTRY (FIR)",3839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Austria","COUNTRY (FIR)",97548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","Austro Control","ANSP (AUA)",76955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","Avinor","ANSP (AUA)",46625,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0.0031313672922252,0,0.0031313672922252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","Baltic FAB","FAB (FIR)",68342,4546,0,2016,0,0,0,0,0,0,180,0,0,2350,0,0,0,0,409,78,0.0665183927892072,0,0.0294986977261421,0,0,0,0,0,0,0.00263381229697697,0,0,0.0343858827660882,0,0,0,0
2017,"APR","Belgium","COUNTRY (FIR)",102549,27994,0,11456,0,0,0,0,146,0,31,10161,43,6157,0,0,0,0,2457,559,0.272981696554818,0,0.111712449658212,0,0,0,0,0.00142370964124467,0,0.00030229451286702,0.0990843401690899,0.000419311743654253,0.0600395908297497,0,0,0,0
2017,"APR","Belgocontrol","ANSP (AUA)",51528,281,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0.00545334575376494,0,0.00545334575376494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","BLUE MED FAB","FAB (FIR)",193142,58105,0,30437,0,0,0,0,361,0,0,0,58,27083,0,0,166,0,2865,1513,0.30084083213387,0,0.157588717109691,0,0,0,0,0.00186909113501983,0,0,0,0.000300297190668006,0.140223255428648,0,0,0.000859471269842914,0
2017,"APR","Bosnia & Herzegovina","COUNTRY (FIR)",26595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","BULATSA","ANSP (AUA)",58223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Bulgaria","COUNTRY (FIR)",58223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Croatia","COUNTRY (FIR)",42790,984,0,254,0,0,0,0,0,0,0,0,0,730,0,0,0,0,101,12,0.0229960271091376,0,0.0059359663472774,0,0,0,0,0,0,0,0,0,0.0170600607618602,0,0,0,0
2017,"APR","Croatia Control","ANSP (AUA)",42340,984,0,254,0,0,0,0,0,0,0,0,0,730,0,0,0,0,101,12,0.0232404345772319,0,0.0059990552668871,0,0,0,0,0,0,0,0,0,0.0172413793103448,0,0,0,0
2017,"APR","Cyprus","COUNTRY (FIR)",29794,58105,0,30437,0,0,0,0,361,0,0,0,58,27083,0,0,166,0,2865,1513,1.95022487749211,0,1.02158152648184,0,0,0,0,0.012116533530241,0,0,0,0.00194670067798886,0.909008525206417,0,0,0.00557159159562328,0
2017,"APR","Czech Republic","COUNTRY (FIR)",64830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","DANUBE FAB","FAB (FIR)",71927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","DCAC Cyprus","ANSP (AUA)",29794,58105,0,30437,0,0,0,0,361,0,0,0,58,27083,0,0,166,0,2865,1513,1.95022487749211,0,1.02158152648184,0,0,0,0,0.012116533530241,0,0,0,0.00194670067798886,0.909008525206417,0,0,0.00557159159562328,0
2017,"APR","Denmark","COUNTRY (FIR)",52567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","DFS","ANSP (AUA)",243825,49081,0,9955,0,0,0,0,989,0,184,235,198,35433,1403,0,684,0,4774,833,0.201296011483646,0,0.0408284630370143,0,0,0,0,0.00405618783963908,0,0.000754639598072388,0.000963806008407669,0.000812057828360504,0.145321439557059,0.00575412693530196,0,0.00280529067979083,0
2017,"APR","DHMI","ANSP (AUA)",105828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","DK-SE FAB","FAB (FIR)",85559,3019,0,0,0,0,0,0,979,0,0,0,0,0,0,0,2040,0,244,74,0.0352855923982281,0,0,0,0,0,0,0.0114423964749471,0,0,0,0,0,0,0,0.023843195923281,0
2017,"APR","DSNA","ANSP (AUA)",264980,111499,0,74030,0,0,0,0,153,0,1072,21756,1433,421,11781,0,853,0,8114,2611,0.420782700581176,0,0.279379575817043,0,0,0,0,0.00057740206808061,0,0.00404558834629029,0.0821043097592271,0.00540795531738244,0.00158879915465318,0.044459959242207,0,0.00321911087629255,0
2017,"APR","EANS","ANSP (AUA)",16522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","ENAIRE","ANSP (AUA)",166741,27778,0,19964,0,0,0,0,21,0,0,0,393,0,6400,0,1000,0,1556,528,0.166593699210152,0,0.119730600152332,0,0,0,0,0.000125943829052243,0,0,0,0.00235694880083483,0,0.0383828812349692,0,0.00599732519296394,0
2017,"APR","ENAV","ANSP (AUA)",131637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","Estonia","COUNTRY (FIR)",16522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","EUROCONTROL Area (MS)","AREA (AUA)",845699,358014,0,186863,0,0,682,0,2973,0,1505,43267,2481,89478,25186,0,5579,0,26171,7804,0.423335016359248,0,0.220956865267666,0,0,0.000806433494659447,0,0.00351543516073686,0,0.00177959297575142,0.0511612287586955,0.00293366788892975,0.105803601517798,0.0297812815197842,0,0.00659690977522736,0
2017,"APR","FAB CE","FAB (FIR)",167434,984,0,254,0,0,0,0,0,0,0,0,0,730,0,0,0,0,101,12,0.00587694255647001,0,0.00151701565990181,0,0,0,0,0,0,0,0,0,0.0043599268965682,0,0,0,0
2017,"APR","FAB CE (SES RP1)","FAB (FIR)",152598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","FAB CE (SES RP2)","FAB (FIR)",166963,984,0,254,0,0,0,0,0,0,0,0,0,730,0,0,0,0,101,12,0.00589352131909465,0,0.00152129513724598,0,0,0,0,0,0,0,0,0,0.00437222618184867,0,0,0,0
2017,"APR","FABEC","FAB (FIR)",498320,242305,0,118540,0,0,682,0,1612,0,1287,43267,1921,55057,18402,0,1537,0,19610,5107,0.486243779097769,0,0.237879274361856,0,0,0.00136859849092952,0,0.00323486916037887,0,0.00258267779739926,0.0868257344678118,0.00385495264087333,0.110485230374057,0.0369280783432333,0,0.00308436346122973,0
2017,"APR","Finland","COUNTRY (FIR)",21105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","France","COUNTRY (FIR)",270487,111499,0,74030,0,0,0,0,153,0,1072,21756,1433,421,11781,0,853,0,8114,2611,0.41221574419473,0,0.273691526764687,0,0,0,0,0.000565646408145308,0,0.00396322189236451,0.0804327010170544,0.00529785165275965,0.00155645188123644,0.0435547734271887,0,0.00315357115129378,0
2017,"APR","FYR Macedonia","COUNTRY (FIR)",11343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Georgia","COUNTRY (FIR)",10880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Germany","COUNTRY (FIR)",266137,57305,0,13079,0,0,0,0,989,0,184,390,401,40175,1403,0,684,0,5539,978,0.215321432194697,0,0.0491438619958893,0,0,0,0,0.00371613116552753,0,0.000691373240098145,0.00146541067194716,0.00150674276782259,0.150956086526864,0.00527172095574836,0,0.00257010487079963,0
2017,"APR","Greece","COUNTRY (FIR)",51769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","HCAA","ANSP (AUA)",51759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","HungaroControl (EC)","ANSP (AUA)",61756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Hungary","COUNTRY (FIR)",61945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","IAA","ANSP (AUA)",51280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","Ireland","COUNTRY (FIR)",43897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","Israel AA","ANSP (AUA)",13577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","Italy","COUNTRY (FIR)",143000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","Latvia","COUNTRY (FIR)",20647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","LFV","ANSP (AUA)",60719,3019,0,0,0,0,0,0,979,0,0,0,0,0,0,0,2040,0,244,74,0.0497208452049606,0,0,0,0,0,0,0.0161234539435761,0,0,0,0,0,0,0,0.0335973912613844,0
2017,"APR","LGS","ANSP (AUA)",20699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Lithuania","COUNTRY (FIR)",22148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","LPS","ANSP (AUA)",37457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","LVNL","ANSP (AUA)",52668,9313,0,8798,0,0,515,0,0,0,0,0,0,0,0,0,0,0,753,201,0.176824637350953,0,0.167046403888509,0,0,0.00977823346244399,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","M-NAV","ANSP (AUA)",11343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Malta","COUNTRY (FIR)",9476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","MATS","ANSP (AUA)",9555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","MoldATSA","ANSP (AUA)",3640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Moldova","COUNTRY (FIR)",3640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","MUAC","ANSP (AUA)",152421,54888,0,21493,0,0,0,0,470,0,31,19191,290,13413,0,0,0,0,4721,1095,0.360107859153266,0,0.141010753111448,0,0,0,0,0.00308356460067838,0,0.000203384048129851,0.12590784734387,0.00190262496637602,0.0879996850827642,0,0,0,0
2017,"APR","NATS (Continental)","ANSP (AUA)",201167,7629,0,3337,0,0,0,0,0,0,0,0,90,3366,0,0,836,0,360,173,0.0379237151222616,0,0.0165882078074436,0,0,0,0,0,0,0,0,0.000447389482370369,0.0167323666406518,0,0,0.00415575119179587,0
2017,"APR","NAV Portugal (Continental)","ANSP (AUA)",52513,13502,0,12169,0,0,0,0,0,0,38,0,19,892,384,0,0,0,1008,318,0.257117285243654,0,0.231733094662274,0,0,0,0,0,0,0.000723630339154114,0,0.000361815169577057,0.0169862700664597,0.00731247500618894,0,0,0
2017,"APR","NAVIAIR","ANSP (AUA)",53667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","NEFAB","FAB (FIR)",80584,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0.00181177404943909,0,0.00181177404943909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","Netherlands","COUNTRY (FIR)",106866,28264,0,15992,0,0,515,0,324,0,0,8875,44,2514,0,0,0,0,2272,601,0.264480751595456,0,0.149645350251717,0,0,0.00481911927086258,0,0.00303183425972713,0,0,0.0830479291823405,0.000411730578481463,0.0235247880523272,0,0,0,0
2017,"APR","Norway","COUNTRY (FIR)",46316,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0.00315225839882546,0,0.00315225839882546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","ONDA","ANSP (AUA)",35570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Oro Navigacija","ANSP (AUA)",19022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","PANSA","ANSP (AUA)",58984,4546,0,2016,0,0,0,0,0,0,180,0,0,2350,0,0,0,0,409,78,0.0770717482707175,0,0.0341787603417876,0,0,0,0,0,0,0.00305167503051675,0,0,0.0398413128984131,0,0,0,0
2017,"APR","Poland","COUNTRY (FIR)",60451,4546,0,2016,0,0,0,0,0,0,180,0,0,2350,0,0,0,0,409,78,0.0752014027890358,0,0.0333493242460836,0,0,0,0,0,0,0.00297761823625746,0,0,0.0388744603066947,0,0,0,0
2017,"APR","Portugal","COUNTRY (FIR)",59785,13502,0,12169,0,0,0,0,0,0,38,0,19,892,384,0,0,0,1008,318,0.22584260265953,0,0.203546039976583,0,0,0,0,0,0,0.000635610939198796,0,0.000317805469599398,0.0149201304675086,0.00642301580664046,0,0,0
2017,"APR","Portugal Continental","COUNTRY (FIR)",52640,13502,0,12169,0,0,0,0,0,0,38,0,19,892,384,0,0,0,1008,318,0.256496960486322,0,0.231174012158055,0,0,0,0,0,0,0.000721884498480243,0,0.000360942249240122,0.0169452887537994,0.00729483282674772,0,0,0
2017,"APR","Portugal Santa Maria","COUNTRY (FIR)",14004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Romania","COUNTRY (FIR)",50195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","ROMATSA","ANSP (AUA)",50195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Sakaeronavigatsia","ANSP (AUA)",10878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Serbia & Montenegro","COUNTRY (FIR)",48117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","SES Area","AREA (AUA)",792237,357030,0,186609,0,0,682,0,2973,0,1505,43267,2481,88748,25186,0,5579,0,26070,7792,0.450660597775666,0,0.235546938605493,0,0,0.000860853507220693,0,0.00375266492223918,0,0.00189968405918936,0.0546137077667415,0.00313163863843774,0.11202203381059,0.0317909918370387,0,0.0070420846287159,0
2017,"APR","SES Area (FIR)","AREA (FIR)",794482,358014,0,186863,0,0,682,0,2973,0,1505,43267,2481,89478,25186,0,5579,0,26171,7804,0.450625690701614,0,0.235201049237113,0,0,0.000858420958561679,0,0.00374206086481506,0,0.00189431604491983,0.0544593835983698,0.00312278944016353,0.112624326290589,0.0317011587424259,0,0.00702218552465632,0
2017,"APR","Skyguide","ANSP (AUA)",102124,17243,0,3983,0,0,167,0,0,0,0,2085,0,5790,5218,0,0,0,1228,358,0.168843758568015,0,0.0390016058908778,0,0,0.00163526693039834,0,0,0,0,0.020416356586111,0,0.0566957815988406,0.0510947475617876,0,0,0
2017,"APR","Slovakia","COUNTRY (FIR)",37458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Slovenia","COUNTRY (FIR)",28579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Slovenia Control","ANSP (AUA)",22888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","SMATSA","ANSP (AUA)",47730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Spain","COUNTRY (FIR)",166834,27778,0,19964,0,0,0,0,21,0,0,0,393,0,6400,0,1000,0,1556,528,0.166500833163504,0,0.119663857487083,0,0,0,0,0.000125873622882626,0,0,0,0.00235563494251771,0,0.0383614850689907,0,0.0059939820420298,0
2017,"APR","Spain Canarias","COUNTRY (FIR)",28039,8444,0,7763,0,0,0,0,0,0,0,0,0,0,0,0,681,0,425,236,0.301151966903242,0,0.276864367488142,0,0,0,0,0,0,0,0,0,0,0,0,0.0242875994151004,0
2017,"APR","Spain Continental","COUNTRY (FIR)",158186,19334,0,12201,0,0,0,0,21,0,0,0,393,0,6400,0,319,0,1131,292,0.122223205593415,0,0.077130719532702,0,0,0,0,0.000132755111071776,0,0,0,0.00248441707862896,0,0.0404587005171128,0,0.00201661335389984,0
2017,"APR","SW FAB","FAB (FIR)",172450,41280,0,32133,0,0,0,0,21,0,38,0,412,892,6784,0,1000,0,2564,846,0.239373731516382,0,0.186332270223253,0,0,0,0,0.000121774427370252,0,0.000220353725717599,0,0.00238909828935923,0.00517251377210786,0.0393389388228472,0,0.0057987822557263,0
2017,"APR","Sweden","COUNTRY (FIR)",65370,3019,0,0,0,0,0,0,979,0,0,0,0,0,0,0,2040,0,244,74,0.0461832644944164,0,0,0,0,0,0,0.0149762888175004,0,0,0,0,0,0,0,0.031206975676916,0
2017,"APR","Switzerland","COUNTRY (FIR)",90718,17243,0,3983,0,0,167,0,0,0,0,2085,0,5790,5218,0,0,0,1228,358,0.190072532463238,0,0.0439052889173042,0,0,0.0018408695077052,0,0,0,0,0.0229833109195529,0,0.0638241583809167,0.0575189047377588,0,0,0
2017,"APR","Turkey","COUNTRY (FIR)",109388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","UK-Ireland FAB","FAB (FIR)",208150,7629,0,3337,0,0,0,0,0,0,0,0,90,3366,0,0,836,0,360,173,0.0366514532788854,0,0.0160317079029546,0,0,0,0,0,0,0,0,0.000432380494835455,0.016171030506846,0,0,0.00401633437424934,0
2017,"APR","UK Continental","COUNTRY (FIR)",204988,7629,0,3337,0,0,0,0,0,0,0,0,90,3366,0,0,836,0,360,173,0.0372168126914746,0,0.0162790016976604,0,0,0,0,0,0,0,0,0.000439050090737019,0.0164204733935645,0,0,0.00407828750951275,0
2017,"APR","UK Oceanic","COUNTRY (FIR)",40145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"APR","Ukraine","COUNTRY (FIR)",16160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","UkSATSE","ANSP (AUA)",16160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"APR","United Kingdom","COUNTRY (FIR)",212250,7629,0,3337,0,0,0,0,0,0,0,0,90,3366,0,0,836,0,360,173,0.0359434628975265,0,0.0157220259128386,0,0,0,0,0,0,0,0,0.000424028268551237,0.0158586572438163,0,0,0.00393875147232038,0
2017,"AUG","Albania","COUNTRY (FIR)",25463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"AUG","Albcontrol","ANSP (AUA)",25463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
