"YEAR","MONTH","NAME","TYPE","FLIGHTS_TOTAL","DELAY","A","C","D","E","G","I","M","N","O","P","R","S","T","V","W","NA","FLIGHTS_DELAYED","FLIGHTS_DELAYED_15","DELAY_AVG","A_AVG","C_AVG","D_AVG","E_AVG","G_AVG","I_AVG","M_AVG","N_AVG","O_AVG","P_AVG","R_AVG","S_AVG","T_AVG","V_AVG","W_AVG","NA_AVG"
2011,"AUG","NATS (Continental)","ANSP (AUA)",206758,30725,NA,15273,NA,NA,NA,NA,NA,NA,NA,NA,NA,5893,4246,NA,5313,NA,1898,904,0.148603681598777,NA,0.0738689675852929,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285019201191731,0.0205360856653672,NA,0.025696708228944,NA
2011,"AUG","NAV Portugal (Continental)","ANSP (AUA)",42752,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,NA,NA,NA,37,22,0.0140110404191617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0140110404191617,NA,NA,NA
2011,"AUG","NAVIAIR","ANSP (AUA)",55898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"AUG","ONDA","ANSP (AUA)",30265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"AUG","Oro Navigacija","ANSP (AUA)",19177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"AUG","PANSA","ANSP (AUA)",63170,58398,NA,45555,NA,NA,NA,NA,599,NA,NA,NA,NA,5430,0,NA,6814,NA,3680,1680,0.924457812252652,NA,0.721149279721387,NA,NA,NA,NA,0.00948234921640019,NA,NA,NA,NA,0.0859585246161153,0,NA,0.107867658698749,NA
2011,"AUG","ROMATSA","ANSP (AUA)",52384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"AUG","SES Area","AREA (AUA)",869814,1415553,NA,801510,NA,NA,2847,22,1112,NA,1474,NA,246,391949,14624,NA,201769,NA,70323,39948,1.62742034503928,NA,0.921472866612862,NA,NA,0.00327311356220985,2.52927637402939e-05,0.00127843423996395,NA,0.00169461517059969,NA,0.00028281908545965,0.450612429783839,0.0168127898608208,NA,0.231967983959789,NA
2011,"AUG","Skyguide","ANSP (AUA)",110133,9162,NA,6615,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,NA,NA,2303,NA,571,258,0.0831903244259214,NA,0.0600637411130179,NA,NA,NA,NA,0.00221550307355652,NA,NA,NA,NA,NA,NA,NA,0.020911080239347,NA
2011,"AUG","Slovenia Control","ANSP (AUA)",31366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"AUG","SMATSA","ANSP (AUA)",65991,138,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,0.00209119425376188,NA,0.00209119425376188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"AUG","UkSATSE","ANSP (AUA)",47101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","Albcontrol","ANSP (AUA)",12399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","ANA LUX","ANSP (AUA)",4492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","ANS CR","ANSP (AUA)",48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","ANS Finland","ANSP (AUA)",19394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","ARMATS","ANSP (AUA)",5036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","Austro Control","ANSP (AUA)",60158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","Avinor","ANSP (AUA)",43120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","Belgocontrol","ANSP (AUA)",40566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","BULATSA","ANSP (AUA)",31617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","Croatia Control","ANSP (AUA)",28491,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,0,7.01976062616265e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01976062616265e-05,NA,NA,NA
2011,"DEC","DCAC Cyprus","ANSP (AUA)",18856,9682,NA,7397,NA,NA,NA,NA,NA,NA,NA,NA,NA,2285,NA,NA,NA,NA,584,282,0.513470513364446,NA,0.392288926601612,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121181586762834,NA,NA,NA,NA
2011,"DEC","DFS","ANSP (AUA)",200958,60042,NA,28224,NA,NA,NA,NA,NA,NA,994,NA,NA,28023,NA,NA,2801,NA,3501,1725,0.298778849311796,NA,0.140447257635924,NA,NA,NA,NA,NA,NA,0.00494630718856677,NA,NA,0.139447048637029,NA,NA,0.0139382358502772,NA
2011,"DEC","DHMI","ANSP (AUA)",68031,18756,NA,9352,NA,NA,NA,NA,NA,NA,9404,NA,NA,NA,NA,NA,NA,NA,970,547,0.27569784363011,NA,0.137466743102409,NA,NA,NA,NA,NA,NA,0.138231100527701,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","DSNA","ANSP (AUA)",196874,33217,NA,22567,NA,25,NA,NA,NA,NA,8872,NA,NA,398,1355,NA,NA,NA,2025,969,0.168722126842549,NA,0.114626613976452,NA,0.000126984771986143,NA,NA,NA,NA,0.0450643558824426,NA,NA,0.0020215975700194,0.00688257464164897,NA,NA,NA
2011,"DEC","EANS","ANSP (AUA)",13594,105,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,0.00772399588053553,NA,0.00772399588053553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","ENAIRE","ANSP (AUA)",118560,27088,NA,25563,NA,NA,NA,NA,281,NA,NA,NA,NA,1244,NA,NA,NA,NA,1772,752,0.228475033738192,NA,0.215612348178138,NA,NA,NA,NA,0.00237010796221323,NA,NA,NA,NA,0.0104925775978408,NA,NA,NA,NA
2011,"DEC","ENAV","ANSP (AUA)",103184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","EUROCONTROL Area (MS)","AREA (AUA)",702302,229746,NA,126273,NA,25,NA,NA,543,NA,34895,NA,5487,49412,3404,NA,9707,NA,13553,6652,0.327132771941415,NA,0.179798719069574,NA,3.55972217080401e-05,NA,NA,0.000773171655498632,NA,0.0496866020600824,NA,0.00781287822048065,0.0703571967615072,0.00484691770776674,NA,0.0138216892447978,NA
2011,"DEC","HCAA","ANSP (AUA)",36431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","HungaroControl (EC)","ANSP (AUA)",40164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","IAA","ANSP (AUA)",36410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","LFV","ANSP (AUA)",53087,85,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0.0016011452898073,NA,0.0016011452898073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","LGS","ANSP (AUA)",17072,76,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0.00445173383317713,NA,0.00445173383317713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","LPS","ANSP (AUA)",24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","LVNL","ANSP (AUA)",41111,1551,NA,1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,146,37,0.0377271289922405,NA,0.035489285106176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00223784388606456,NA
2011,"DEC","M-NAV","ANSP (AUA)",6108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","MATS","ANSP (AUA)",5276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","MoldATSA","ANSP (AUA)",4290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","MUAC","ANSP (AUA)",116903,1054,NA,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,26,0.00901602183006424,NA,0.00901602183006424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","NATS (Continental)","ANSP (AUA)",155509,43767,NA,6109,NA,NA,NA,NA,NA,NA,14040,NA,5487,11317,NA,NA,6814,NA,2379,1346,0.281443517738523,NA,0.0392838999672045,NA,NA,NA,NA,NA,NA,0.0902841636175398,NA,0.0352841314650599,0.0727739230526851,NA,NA,0.0438173996360339,NA
2011,"DEC","NAV Portugal (Continental)","ANSP (AUA)",34638,15175,NA,12119,NA,NA,NA,NA,NA,NA,1585,NA,NA,NA,1471,NA,NA,NA,896,432,0.438102661816502,NA,0.349875858883307,NA,NA,NA,NA,NA,NA,0.0457589930134534,NA,NA,NA,0.0424678099197413,NA,NA,NA
2011,"DEC","NAVIAIR","ANSP (AUA)",46021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","ONDA","ANSP (AUA)",29361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","Oro Navigacija","ANSP (AUA)",15086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","PANSA","ANSP (AUA)",48668,14430,NA,8682,NA,NA,NA,NA,176,NA,NA,NA,NA,5572,NA,NA,NA,NA,922,406,0.2964987260623,NA,0.178392372811704,NA,NA,NA,NA,0.00361633927837593,NA,NA,NA,NA,0.11449001397222,NA,NA,NA,NA
2011,"DEC","ROMATSA","ANSP (AUA)",32407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","SES Area","AREA (AUA)",660575,209500,NA,116095,NA,25,NA,NA,457,NA,25491,NA,5487,49412,2826,NA,9707,NA,12508,6058,0.317147939295311,NA,0.175748401014268,NA,3.78458161450252e-05,NA,NA,0.00069182151913106,NA,0.0385891079741135,NA,0.00830639972751012,0.0748014986943193,0.00427809105703364,NA,0.0146947734927904,NA
2011,"DEC","Skyguide","ANSP (AUA)",84110,3228,NA,2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,NA,NA,NA,NA,205,77,0.0383783141124718,NA,0.0315658066817263,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00681250743074545,NA,NA,NA,NA
2011,"DEC","Slovenia Control","ANSP (AUA)",15764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","SMATSA","ANSP (AUA)",32372,86,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,0.00265661682935871,NA,NA,NA,NA,NA,NA,0.00265661682935871,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"DEC","UkSATSE","ANSP (AUA)",32385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","Albcontrol","ANSP (AUA)",9855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","ANA LUX","ANSP (AUA)",4099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","ANS CR","ANSP (AUA)",43359,260,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,0.00599644825757052,NA,0.00599644825757052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","ANS Finland","ANSP (AUA)",19515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","ARMATS","ANSP (AUA)",4097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","Austro Control","ANSP (AUA)",58049,103,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,0.00177436303812297,NA,0.00177436303812297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","Avinor","ANSP (AUA)",40680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","Belgocontrol","ANSP (AUA)",40295,1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1069,NA,35,27,0.0265293460727137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0265293460727137,NA
2011,"FEB","BULATSA","ANSP (AUA)",26824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","Croatia Control","ANSP (AUA)",25170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","DCAC Cyprus","ANSP (AUA)",17129,16021,NA,6090,NA,NA,NA,NA,NA,NA,NA,NA,NA,9931,NA,NA,NA,NA,744,449,0.935314379123125,NA,0.355537392725787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579776986397338,NA,NA,NA,NA
2011,"FEB","DFS","ANSP (AUA)",197168,102903,NA,13700,NA,NA,196,NA,248,NA,2105,55627,NA,30081,NA,NA,946,NA,7337,2802,0.52190517731072,NA,0.0694838919094376,NA,NA,0.000994076117828451,NA,0.00125781059806865,NA,0.0106761746328005,0.282129960236955,NA,0.152565325002029,NA,NA,0.00479793881360058,NA
2011,"FEB","DHMI","ANSP (AUA)",59392,831,NA,831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,23,0.0139917834051724,NA,0.0139917834051724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","DSNA","ANSP (AUA)",191314,40690,NA,37772,NA,NA,2309,NA,NA,NA,NA,NA,NA,NA,609,NA,NA,NA,2339,1125,0.212686996247008,NA,0.197434583982354,NA,NA,0.0120691637831,NA,NA,NA,NA,NA,NA,NA,0.00318324848155389,NA,NA,NA
2011,"FEB","EANS","ANSP (AUA)",11508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","ENAIRE","ANSP (AUA)",116663,87930,NA,67851,NA,NA,287,NA,1284,NA,NA,NA,NA,18508,NA,NA,NA,NA,5775,2335,0.753709402295501,NA,0.581598278803048,NA,NA,0.00246007731671567,NA,0.0110060601904631,NA,NA,NA,NA,0.158644985985274,NA,NA,NA,NA
2011,"FEB","ENAV","ANSP (AUA)",100810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","EUROCONTROL Area (MS)","AREA (AUA)",679875,319290,NA,151289,NA,NA,2792,192,1831,NA,5426,55817,1759,75501,22390,NA,2293,NA,19645,8440,0.469630446773304,NA,0.222524728810443,NA,NA,0.00410663724949439,0.000282404853833425,0.00269314212171355,NA,0.0079808788380217,0.0820989152417724,0.00258724030152602,0.111051296194153,0.0329325243610958,NA,0.00337267880125023,NA
2011,"FEB","HCAA","ANSP (AUA)",31487,192,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,0.00609775462889446,NA,NA,NA,NA,NA,0.00609775462889446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","HungaroControl (EC)","ANSP (AUA)",35588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","IAA","ANSP (AUA)",35434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","LFV","ANSP (AUA)",50735,12812,NA,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,11931,NA,NA,278,NA,602,330,0.252527840741106,NA,0.0118852862915147,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235163102394796,NA,NA,0.00547945205479452,NA
2011,"FEB","LGS","ANSP (AUA)",14554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","LPS","ANSP (AUA)",21515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","LVNL","ANSP (AUA)",38754,528,NA,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,18,0.0136244000619291,NA,0.0136244000619291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","M-NAV","ANSP (AUA)",5343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","MATS","ANSP (AUA)",6953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","MoldATSA","ANSP (AUA)",3706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","MUAC","ANSP (AUA)",111465,1063,NA,1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,30,0.00953662584667833,NA,0.00953662584667833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","NATS (Continental)","ANSP (AUA)",152435,29755,NA,3218,NA,NA,NA,NA,NA,NA,2827,190,1759,NA,21761,NA,NA,NA,1023,551,0.195197953225965,NA,0.0211106373208253,NA,NA,NA,NA,NA,NA,0.0185456096040935,0.00124643290582871,0.0115393446386985,NA,0.142755928756519,NA,NA,NA
2011,"FEB","NAV Portugal (Continental)","ANSP (AUA)",31154,1115,NA,1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,37,0.0357899467163125,NA,0.0357899467163125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","NAVIAIR","ANSP (AUA)",46226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","ONDA","ANSP (AUA)",27812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","Oro Navigacija","ANSP (AUA)",12962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","PANSA","ANSP (AUA)",40426,8649,NA,4211,NA,NA,NA,NA,NA,NA,494,NA,NA,3924,20,NA,NA,NA,578,248,0.213946470093504,NA,0.104165635976847,NA,NA,NA,NA,NA,NA,0.0122198585069015,NA,NA,0.0970662444961164,0.000494731113639737,NA,NA,NA
2011,"FEB","ROMATSA","ANSP (AUA)",28553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","SES Area","AREA (AUA)",643712,318052,NA,150279,NA,NA,2792,192,1603,NA,5426,55817,1759,75501,22390,NA,2293,NA,19585,8404,0.49409052495526,NA,0.233456887552197,NA,NA,0.00433734340823225,0.000298270033803937,0.002490244084311,NA,0.00842923543448002,0.086711137900179,0.0027325884867767,0.11729003032412,0.0347826357128654,NA,0.0035621520182939,NA
2011,"FEB","Skyguide","ANSP (AUA)",84369,14962,NA,13765,NA,NA,NA,NA,71,NA,NA,NA,NA,1126,NA,NA,NA,NA,921,439,0.17734001825315,NA,0.163152342685109,NA,NA,NA,NA,0.000841541324420107,NA,NA,NA,NA,0.0133461342436203,NA,NA,NA,NA
2011,"FEB","Slovenia Control","ANSP (AUA)",14283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","SMATSA","ANSP (AUA)",28821,228,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,0.00791089830332049,NA,NA,NA,NA,NA,NA,0.00791089830332049,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"FEB","UkSATSE","ANSP (AUA)",27956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"JAN","Albcontrol","ANSP (AUA)",12375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
